	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
3440								The Foreign Office says that Heaton is in detention but has not yet been charged with any offence.	The Foreign Office said Heaton was in Saudi detention but had not been charged, and that consul officials had visited him on Thursday.	0.0
3441								The nine states are Alaska, Arizona, California, Colorado, Hawaii, Maine, Nevada, Oregon and Washington.	So far, eight states have laws legalizing marijuana for patients with physician recommendations: Alaska, California, Colorado, Hawaii, Maine, Nevada, Oregon and Washington.	0.0
3442								We do not use service members as guinea pigs, William Winkenwerder, assistant secretary of defense for health affairs, told a Pentagon briefing.	We stand behind this program, said Dr. William Winkenwerder, assistant secretary of defense for health affairs.	0.0
3443								Since June of last year the Red Cross has spent $114 million on disasters, but taken in only $40 million in donations.	Between July 1, 2002 and June 30, 2003, the Red Cross spent $114 million on disaster relief, while taking in only $39.5 million.	5.0
3444								The United States and Britain are seeking backing at the United Nations for their agenda to hand over power to Iraqis.	At the United Nations, the United States and Britain are seeking backing for their agenda to hand over power to Iraqis.	5.0
3445								The US version will cost $99 for an individual licence, the same as the existing version.	Contribute 2 costs 69 for an individual license, the same as the existing version.	5.0
3446								The format must be an open standard that has been formally ratified by an internationally recognized standards organization, and IP must be licensed under reasonable, non-discriminatory terms.	The format must be formally ratified by an internationally recognized standards organization, and IP must be licensed under reasonable, non-discriminatory terms, they added.	5.0
3447								"In Damascus, Syrian Information Minister Ahmad al-Hassan called the charges ""baseless and illogical""."	In Damascus, the Syrian Information Minister, Ahmed al-Hassan, dismissed the claim.	5.0
3448								The broader Standard & Poor's 500 Index edged up 1.01 points, or 0.1 percent, at 1,012.67.	But the technology-laced Nasdaq Composite Index was up 5.91 points, or 0.35 percent, at 1,674.35.	0.0
3449								She said the store ordered 520 copies and reserved another 300.	In one Johannesburg store, 900 copies have been ordered.	0.0
3450								"And it's going to be a wild ride,"" said Allan Hoffenblum, a Republican consultant."	"Now the rest is just mechanical,"" said Allan Hoffenblum, a Republican consultant."	0.0
3451								Water samples are being tested in a state lab to determine what caused the reaction.	Water samples are being sent to the state health department for analysis.	5.0
3452								The Dow Jones industrial average .DJI rose 41.61 points, or 0.44 percent, to 9,415.82.	The Dow Jones rose 41.61 points Friday, a gain of 0.4% for the day and 0.7% for the week.	0.0
3453								On the upside, Coca-Cola Co. (nyse: KO - news - people) reported higher profit for the quarter early on Thursday, helped by European demand.	Coca-Cola Co. (KO) reported higher profit for the quarter, helped by European demand, early on Thursday.	5.0
3454								Shelley's office reported Friday that 575,926 signatures have been reported to him.	Shelley's office released signature counts late Friday and said counties had reported counting 575,926 signatures so far.	0.0
3455								Arguing that the case was an isolated example, Canada has threatened a trade backlash if Tokyo's ban is not justified on scientific grounds.	Canada which is a major meat exporter to Japan, has threatened a trade backlash if Tokyo's ban is not justified on scientific grounds.	0.0
3456								The shooting happened at 5:30 a.m. in the living room of the home the extended family shared on the city's westside.	The shootings happened at 5:30 a.m. in the living room of the home that the extended family shared on Gary's west side.	5.0
3457								His spokesman, Tom Parker, said Moore's attorneys would respond to the complaint Monday.	Parker said Moore's lawyers were reviewing the complaint and would respond Monday.	5.0
3458								They made a similar discovery in Houston on another aircraft, Dallas-based Southwest said in a statement.	The airline said a similar discovery was made on the plane in Houston.	5.0
3459								The group ambitiously expects to issue guidelines by the end of the year and release products by late 2004.	The group expects to roll out the first products by the second half of 2004.	0.0
3460								The sentence reflects the seriousness with which our office and the courts views these crimes, Spitzer said in a statement.	"Mr. Spitzer said in a statement that the sentence ""reflects the seriousness with which our office and the courts view these crimes."""	5.0
3461								"Bush said resistance forces hostile to the U.S. presence ""feel like ... the conditions are such that they can attack us there."	There are some who feel like the conditions are such that they can attack us there.	5.0
3462								Wall Street regained a positive track yesterday after two of Saddam Hussein's sons were killed in a firefight in Iraq.	WALL St regained a positive track today following news that two of Saddam Hussein's sons were among four Iraqis killed in a US raid in northern Iraq.	5.0
3463								A prosecutor said investigators were searching his home in Muenster in the presence of his wife when news of his death arrived.	Investigators were searching his home in Muenster in the presence of his wife when news of his death came, prosecutor Wolfgang Schweer said.	5.0
3464								Such a move has been widely predicted by industry observers and follows the recent announcement that Christopher Galvin, the company's chairman and chief executive, would soon retire.	Such a move has been widely predicted by industry observers and follows the departure of Christopher Galvin, the company's chairman and chief executive.	5.0
3465								The United States and Russia have spent billions since the 1960s on a handful of space craft designed to land on Mars.	The United States and Russia spent billions on a dozen or so robotic craft meant to land on Mars and radio back their findings.	5.0
3466								Charles Howell III picked up some local knowledge a year ago that provided much-needed insight in the opening round of the Memorial Tournament in Dublin, Ohio.	Charles Howell III picked up some local knowledge a year ago that provided some much needed insight in Thursday's opening round of the Memorial Tournament.	5.0
3467								Avalon means the next Windows OS will support new styles of user interfaces and elements.	Thanks to Avalon, Longhorn will support new styles of user interfaces and user interface elements.	5.0
3468								The three priests were careful to go through church channels first as they exercised their rights under canon law.	The priests went through church channels first, exercising their rights under canon law.	5.0
3469								There were no plans to build permanent US bases in Africa, Pentagon officials said.	There are no plans to build permanent U.S. bases in Africa, Defense Department officials say.	5.0
3470								Sarah Weddington, the abortion advocate and attorney who originally represented McCorvey, could not be reached for comment.	Sarah Weddington, the abortion advocate and lawyer who originally represented McCorvey, did not immediately return a call seeking comment.	5.0
3471								Monday, the CIA said analysts concluded that Saddam is likely the speaker on the tape.	The CIA on Monday said voice and sound analysts concluded that Saddam is probably the speaker on the tape.	5.0
3472								"The report by the Justice Department's inspector general found ""significant problems"" in the government's handling of foreigners who were jailed under blanket edicts adopted by the department after the attacks."	"The Justice Department's Office of the Inspector General described ""significant problems"" in the Bush administration's actions toward the 762 foreigners held on immigration violations after the attacks."	5.0
3473								Under the agreement, LendingTree shareholders would receive 0.6199 of a USAi share for each share in LendingTree.	Under the proposed stock for stock transaction, LendingTree shareholders will get 0.6199 shares of USAI common stock for each share of LendingTree common stock.	5.0
3474								Prince William County prosecutors told a judge yesterday they now want the trial of sniper suspect John Allen Muhammad moved out of the area.	Prosecutors reversed course Friday and said they support moving the murder trial of sniper suspect John Allen Muhammad out of the Washington suburbs.	5.0
3475								Greenspan is head of the U.S. central bank, which sets U.S. interest rates.	Greenspan's Federal Reserve, the U.S. central bank, decides interest rates in the world's largest economy.	5.0
3476								The statewide unemployment rate fell to 6.4 percent, down from a revised 6.7 percent in August.	The unemployment rate in San Joaquin County dipped last month to 8.5 percent, down nearly a full percentage point from August.	0.0
3477								Others rushed up the aisle to vocally protest the remarks, and one student tossed his cap and gown to the stage before leaving.	A few tried to rush the podium, and at least one graduate tossed his cap and gown to the stage before leaving.	5.0
3478								AMD's chip sales jumped 7 percent year-on-year to $402 million.	Second-quarter sales grew 7 percent, to $645 million from $600 million in 2002.	0.0
3479								Last year, Congress passed similar, though less expensive, buyout legislation for peanut farmers to end that program, which also dated from the Depression.	Last year, Congress passed similar, though less expensive, buyout legislation for peanut farmers, ending that Depression-era program.	5.0
3480								"Responding, Edward Skyler, a spokesman for the mayor, said later: ""The comptroller's statements, while noteworthy for their sensationalism, bear no relation to the facts."	"Jordan Barowitz, a spokesman for Republican Mayor Michael Bloomberg said: ""The Comptroller's statements, while noteworthy for their sensationalism, bear no relation to the facts."""	0.0
3481								Indeed, Iran should be put on notice that efforts to try to remake Iraq in their image will be aggressively put down, he said.	Iran should be on notice that attempts to remake Iraq in Iran's image will be aggressively put down, he said.	5.0
3482								It is important for a process to be put into place, he said, that would permit a smooth transition from war to peace.	"He added: ""Let the process be put in place that will ensure a smooth transition from war to peace."	5.0
3483								The American conservatives are clearly in the minority within the Episcopal Church.	The letter indicates the Vatican's interest in bolstering conservatives within the Episcopal Church.	0.0
3484								While the Ibrahims had one separation operation, Goodrich and Dr. David Staffenberg plan about three for the Aguirres, with several weeks between each.	Instead of one long operation to separate the twins, Goodrich and Dr. David Staffenberg plan about three, with several weeks between each.	5.0
3485								"If I was diagnosed today with CJD, I would ensure I received this treatment as soon as humanly possible.	He added that if he were diagnosed with vCJD I would ensure I received this treatment as soon as humanly possible""."		5.0
3486								It has a margin of error of plus or minus 4 percentage points.	That poll had 712 likely voters and sampling error of plus or minus 3.7 percentage points.	0.0
3487								Representatives of its tribal and ethnic groups named a cross section of residents yesterday to run municipal affairs alongside the US military.	Representatives of its tribal and ethnic groups named a cross-section of residents yesterday to run municipal affairs alongside the U.S. military until elections can be held.	0.0
3488								I think there's a little hope invested in McNabb and he got a lot of credit for the performance of his team that he really didn't deserve.	"There is a little hope invested in McNabb, and he got a lot of credit for the performance of this team that he didn't deserve."""	5.0
3489								A COUPLE have been arrested for starving their four sons while letting their daughters feast in front of them.	A couple starved their four adopted sons for years while allowing their daughters to feast on takeaways, police and neighbours said today.	5.0
3490								Local police authorities are treating the explosion as a criminal matter and nothing has been ruled out.	Acting New Haven Police Chief Francisco Ortiz said police were treating the explosion as a criminal matter.	0.0
3491								The ELF has claimed responsibility for a slew of arson attacks against commercial entities that members say threaten or damage the environment.	The underground group has claimed responsibility for a series of arsons against commercial entities that members say damage the environment.	5.0
3492								"Claudia Gonzles Herrera, an assistant attorney general in charge of the case, said the arrests show that Guatemala ""takes the defense of its ancient Maya heritage seriously."""	Claudia Gonzales Herrera, an assistant attorney-general in charge of the case, said the arrests showed that Guatemala took the defence of its Mayan heritage seriously.	5.0
3493								Dos Reis is scheduled to be sentenced in Danbury Superior Court this morning on charges of first-degree manslaughter and second-degree sexual assault.	Saul Dos Reis is scheduled to be sentenced in Danbury Superior Court for the death of Christina Long.	0.0
3494								"Gordon stressed that his bill ""is a lesson-learned bill and not a reflection on Admiral Gehman's handling of the Columbia investigation."""	"But Gordon emphasized that the legislation he introduced last week is ""a lesson-learned bill and not a reflection on Admiral (Harold) Gehman's handling of the Columbia investigation."""	5.0
3495								Shiite Muslims account for about a third of Quetta's of 1.2 million people.	About 80 percent of Pakistan's 140 million people are Sunnis.	0.0
3496								About 24 percent of men who took placebo, or 1,147 men, developed prostate cancer.	The researchers found that 18 percent of the men who took finasteride, or 803 men, developed prostate cancer.	0.0
3497								Lay had contended that turning over the documents would violate his Fifth Amendment right against self-incrimination.	Lay had refused to turn over the papers, asserting his Fifth Amendment right against self-incrimination.	5.0
3498								Friends said Frank Riva worked in construction in Manhattan and recently helped his son get into the construction workers union.	Riva had recently helped his son, Frank Riva Jr., get into a construction workers' union and land a job.	0.0
3499								A panel of the 9th US Circuit Court of Appeals upheld California's assault weapons ban in a 2-1 ruling last December.	The December decision by the 9th U.S. Circuit Court of Appeals upheld California's law banning certain assault weapons and revived the national gun-ownership debate.	0.0
3500								Cardenas and Estrada, who is on trial for economic plunder, have denied any involvement.	Mr Estrada, who is in prison, has denied any involvement in the mutiny.	0.0
3501								The number of passengers aboard was not known and may never be, since ferry operators rarely keep full passenger lists.	The exact number of passengers on the ferry was not known and may never be determined because ferry operators typically do not keep accurate passenger manifests.	5.0
3502								More than 6 percent of men on the drug developed high-grade tumors compared with 5.1 percent on placebo.	They found that 6.4 percent of men on finasteride had high-grade tumors, compared to 5.1 percent taking a placebo.	5.0
3503								The MPx200, which will sell for $299.99, is now available through AT&T Wireless' mMode service.	The phone is available for $299.99 with any compatible AT&T Wireless service plan.	0.0
3504								This new division will be focused on the vitally important task of protecting the nation's cyber assets so that we may best protect the nation’s critical infrastructure assets.	This new division will be focused on the vitally important task of protecting the nation's cyberassets so that we may best protect the nation's critical infrastructure assets, he added.	5.0
3505								The WHO experts didn't say how many cases in Hebei were in rural areas.	Hebei has reported 191 cases and eight deaths, though the WHO experts did not say how many were in rural areas.	0.0
3506								Sales of downloaded singles and albums will be included in Billboard's charts for those configurations.	Digital download sales of recorded albums and singles will be included in the album and singles sales charts, respectively.	5.0
3507								The findings were reported online in the June 1 edition of scientific journal Nature Medicine.	The findings are published in today's edition of the journal Nature Medicine.	5.0
3508								Kerry last month outlined a U.N. resolution authorizing a military force under U.S. command and transferring responsibility to the United Nations for the political and humanitarian efforts.	Kerry outlined last month a UN resolution authorizing a military force under US command and transferring responsibility for political and humanitarian efforts to the UN.	5.0
3509								Downer originally said the 14 Kurds had not asked to be considered as refugees when they arrived in a boat off Melville Island last week.	Foreign Minister Alexander Downer yesterday claimed the group of 14 Kurds had not asked to be considered as refugees when they arrived off Melville Island last week.	5.0
3510								Nearly 300 mutinous troops who seized a Manila shopping and apartment complex demanding the government resign gave up and retreated peacefully after some 19 hours.	Mutinous troops who seized a Manila shopping and apartment complex demanding the government resign ended a 19-hour standoff late Sunday and returned to barracks without a shot fired.	5.0
3511								The government identified the alleged hijackers as Francisco Lamas Carón, 29, Luis Alberto Suarez Acosta, 22, and Yosvani Martínez Acosta, 27.	The ministry said the hijackers Francisco Lamas Caron, 29; Luis Alberto Suarez Acosta, 22; and Yosvani Martinez Acosta, 27, shot themselves for unknown reasons.	0.0
3512								The court expects that 25 years from now, the use of racial preferences will no longer be necessary, O'Connor wrote.	"O'Connor wrote, ""We expect that 25 years from now, the use of racial preferences will no longer be necessary."""	5.0
3513								The FTC also said AOL and CompuServe failed to deliver timely rebates to consumers.	In a separate complaint, the FTC alleged that AOL and CompuServe failed to deliver timely $400 rebates to consumers.	5.0
3514								CELF said IBM is pursuing membership and plans to be an active participant in the forum.	IBM is pursuing membership and plans to be an active participant in the CELF, according to various members of CELF.	5.0
3515								The news came as authorities in Taiwan quarantined hundreds at two major hospitals amid fears of a widespread epidemic of Severe Acute Respiratory Syndrome on the self-governing island.	The threat came as Taiwanese authorities quarantined hundreds at two hospitals amid fears of an epidemic of severe acute respiratory syndrome.	5.0
3516								I do not wish to be present during this witness, he told Stanislaus County Superior Court Judge Al Girolami.	Yes, I do not wish to be present during this witness, Peterson, 31, calmly told the judge as he was returned to his cell.	0.0
3517								In three years, Lend Lease has slipped from a top-five stock, when its share price was around $24, to 37th.	In the space of three years, Lend Lease has slipped from a top-five 5 stock when its share price hovered around $24 to 37th on the list.	5.0
3518								About two hours later, his body, wrapped in a blanket, was found dumped a few blocks away.	Then his body was dumped a few blocks away, found in a driveway on Argyle Road.	0.0
3519								The Satellite's 17-inch panel offers a maximum resolution of 1,440 by 900 pixels, Toshiba said.	The new P25-S507 sports a 17-inch display with a resolution of 1,440 pixels by 900 pixels the same as Apples PowerBook.	0.0
3520								The average American makes four trips a day, 45 percent for shopping or errands.	Nearly half - 45 percent - are for shopping or running errands.	0.0
3521								In afternoon trading in Europe, France's CAC-40 rose 1.5 percent, Britain's FTSE 100 gained 0.3 percent and Germany's DAX index advanced 1.2 percent.	In afternoon trading in Europe, France's CAC-40 advanced and Britain's FTSE 100 each gained 0.7 percent, while Germany's DAX index rose 0.6 percent.	5.0
3522								The key vote Thursday came on the dividend tax provision offered by Sen. Don Nickles, R-Oklahoma.	The key vote Thursday was on a provision that temporarily eliminates the dividend tax.	0.0
3523								We did not want to shut down, Lawrence Diamond, the CFO, said as O'Donnell lawyer Matthew Fishbein questioned him.	We did not want to shut down, Diamond testified under questioning by Matthew Fishbein, one of O'Donnell's lawyers.	5.0
3524								OpForce 3.0 supports Solaris, IBM AIX, Red Hat Linux and Windows.	The OpForce product currently works with Solaris, AIX, Red Hat Linux and Windows servers.	5.0
3525								As such, consumers want to easily enjoy this content, regardless of the source, across different devices and locations in the home, said the group.	The companies say their consumers want to enjoy their content, regardless of the source, across different devices and locations in the home.	5.0
3526								Columbia broke up over Texas upon re-entry on Feb. 1.	Columbia broke apart in the skies above Texas on Feb. 1.	5.0
3527								Because of that, the family had kept him from the home over the objections of the grandmother, police said.	Because of that, the family had run him out of the house over the objections of the grandmother and he was living on the street.	0.0
3528								Fifty-seven senators, including 24 Republicans, have signed the letter.	Of those who signed the letter, 57 are senators, including 24 Republicans.	5.0
3529								One of the Commission's publicly stated goals is to ensure other producers' server software can work with desktop computers running Windows as easily as Microsoft's.	The Commission has publicly said one of its goals is to ensure other producers' server software can connect to desktop computers running Windows as easily as Microsoft's can.	5.0
3530								We respectfully disagreed with Massachusetts's request for fees on the basis that they did not prevail on the vast majority of their original claims, Microsoft spokeswoman Stacy Drake said.	We respectfully disagreed with Massachusetts' request for fees on the basis that they did not prevail on the vast majority of their original claims.	5.0
3531								"But he added: ""You can't win elections by looking in the rearview mirror."""	You can't win elections by looking through the rear view mirror, he said.	5.0
3532								Recent U.S. appeals court rulings have required Internet providers to identify subscribers suspected of illegally sharing music and movie files.	The new campaign comes just weeks after U.S. appeals court rulings requiring Internet service providers to identify subscribers suspected of illegally sharing music and movie files.	5.0
3533								She also thanked her boyfriend, Sgt. Ruben Contreras, who was sitting next to the stage.	And she has a boyfriend, officials said: Sgt. Ruben Contreras, who sat with her family today.	0.0
3534								Federal offices were to remain closed for a second day overnight (Friday US time).	The Government shut down in Washington, and federal offices were to remain closed yesterday.	5.0
3535								Missouri Gov. Bob Holden asked the White House to declare a federal disaster in 39 counties.	Gov. Bob Holden asked Bush to declare 39 Missouri counties disaster areas.	5.0
3536								According to the affidavit, Al-Amoudi made at least 10 trips to Libya using two American and one Yemeni passport.	The affidavit said Mr. al-Amoudi made at least 10 trips to Libya using one Yemeni and two U.S. passports.	5.0
3537								It can store more than a gigabyte of information equivalent to around 12 hours of music in one cubic centimetre.	And it can store more than a gigabyte of information - equivalent to 1,000 high quality images or around 12 hours of music - in just one cubic centimetre.	0.0
3538								An attempt last month in the Senate to keep the fund open for another year fell flat.	An attempt to keep the fund open for another year fell flat in the Senate last month.	5.0
3539								His coalition also passed some of the world's most progressive laws in legalizing gay marriage and euthanasia and decriminalizing the personal use of soft drugs.	The coalition passed some of the world's most progressive social legislation, legalising gay marriage and euthanasia.	0.0
3540								Passenger Keith Charlton, who helped tackle the man, last night praised the efforts of the injured chief flight attendant, known to passengers as Greg.	Passenger Keith Charlton, who also tackled the attacker, praised the efforts of the injured chief flight attendant.	5.0
3541								O'Brien's attorney, Jordan Green, declined to comment.	Jordan Green, O'Brien's private attorney, said he had no comment.	5.0
3542								Revenue in the most-recent quarter rose 5.4 percent to $45.9 billion.	Revenue rose 5.4 percent to $45.9 billion from $43.6 billion a year ago.	0.0
3543								The Dow Jones industrial average closed down 18.06, or 0.2 per cent, at 9266.51.	The blue-chip Dow Jones industrial average <.DJI> slipped 44.32 points, or 0.48 percent, to 9,240.25.	5.0
3544								But she didn't say whether she'll certify the two-year $117.4 billion budget for 2004-05.	She said she didn't know yet whether she would certify the budget.	5.0
3545								If Poland, Spain and Germany were prepared to make concessions in Brussels, the basis for a deal could be found.	Poland, Spain and Germany, were ready to talk about a deal, he said.	0.0
3546								When a manager let him into the apartment, the youngster was in a baby's bathtub, covered with a towel and watching a TV cartoon channel.	When the manager let him in the apartment, Brianna was in her mother's bedroom lying in a baby's bathtub, covered with a towel and watching cartoons.	5.0
3547								We will accede to the request while we explore all of our options, VeriSign spokesman Tom Galvin told Reuters.	"We will accede to the request while we explore all of our options,"" said Russell Lewis, executive vice president of VeriSign's Naming and Directory Services Group."	5.0
3548								Electronic Data Systems Corp. Thursday said the Securities and Exchange Commission has asked the company for documents related to its large contract with the U.S. Navy.	In a regulatory filing, EDS said the SEC had asked for information related to its troubled IT outsourcing contract with the US Navy.	5.0
3549								Monday ratcheted up its database software line with the introduction of a new suite that automates the process of defining, describing and indexing information contained in the database.	DB2 Cube Views automates the process of creating metadata by defining, describing, and indexing information in a database.	0.0
3550								The veteran Malyasian diplomat met Suu Kyi Wednesday at the lakeside home in Yangon where she is under house arrest.	Razali Ismail met for 90 minutes with Suu Kyi, a 1991 winner of the Nobel Peace Prize, at her lakeside home, where she is under house arrest.	0.0
3551								Malvo's attorneys mounted an insanity defense, arguing that Muhammad's indoctrination left him unable to tell right from wrong.	Malvo's lawyers have presented an insanity defense, saying brainwashing by convicted sniper John Allen Muhammad left Malvo incapable of knowing right from wrong.	5.0
3552								And the First Amendment doesn't say that the free exercise of religion is allowed — except in government buildings.	The amendment deals with the free exercise of religion versus the government establishment of a religion.	0.0
3553								"The victim, who was also not identified, was taken to Kings County Hospital in ""extremely critical"" condition, Czartoryski said."	The shooting victim was taken to Kings County Hospital Center, where he later died, the police said.	0.0
3554								On average the students suffered at least one of the 13 symptoms between three and 11 times in the last year.	Based on having at least one of these symptoms, most students were hung over between three and 11 times in the past year.	5.0
3555								"SEIU President Andrew Stern said the unions are ""totally comfortable"" with Dean's positions."	"In his speech, Stern says his members are ""totally comfortable"" with Dean's positions on health care issues."	5.0
3556								Witnesses from Malaysia will testify Thursday in the treason trial of cleric Abu Bakar Bashir, said to be the leader of terrorist group Jemaah Islamiyah.	The secrecy surrounding terrorist group Jemaah Islamiyah was again smashed when witnesses from Malaysia testified in the treason trial of Abu Bakar Bashir.	0.0
3557								The Chelsea defender Marcel Desailly has been the latest to speak out.	Marcel Desailly, the France captain and Chelsea defender, believes the latter is true.	0.0
3558								"But the institute says the department ""woefully underestimates"" the changes that would occur under the proposal."	But the institute says the department ‘‘woefully underestimates’’ the changes that would occur if the proposal is implemented.	5.0
3559								In March, 67 percent connected through cable, up from 63 percent a year earlier.	By March 2003, 67 percent of broadband users connected using cable modems, compared with 28 percent using D.S.L.	0.0
3560								Close behind was India, 14.3 percent, followed by Thailand and the Philippines.	The largest supplier of medicines was Canada, followed by India, Thailand and the Philippines.	0.0
3561								A year or two later, 259, or 10 per cent, of the youths reported that they had started to smoke, or had taken just a few puffs.	Within two years, 259, or 10 percent, of the youths reported they had started to smoke or had at least taken a few puffs.	5.0
3562								On Thursday, authorities evacuated residents who live in the canyon and closed off the road leading there.	Authorities evacuated residents and closed off the road leading to Waterman Canyon.	5.0
3563								EU ministers were invited to the conference but canceled because the union is closing talks on agricultural reform, said Gerry Kiely, a EU agriculture representative in Washington.	Gerry Kiely, a EU agriculture representative in Washington, said EU ministers were invited but canceled because the union is closing talks on agricultural reform.	5.0
3564								"Andrew Sugden, an evolutionary biology expert and international managing editor of Science, described the find as a ""milestone . . . this research has broken the size barrier for rodents""."	"Andrew Sugden, an evolutionary biology expert and the international managing editor of Science, described the find as a ""milestone""."	0.0
3565								Officials with North Carolina Speedway at Rockingham could not be reached.	NASCAR officials could not be reached for comment Tuesday.	5.0
3566								The 4th U.S. Circuit Court of Appeals has unsealed a heavily edited transcript of the June 3 court session where classified evidence was discussed out of public earshot.	The 4th U.S. Circuit Court of Appeals in Richmond, Va., released the edited transcript of a closed hearing June 3, which followed a public proceeding.	0.0
3567								The broader Standard & Poor's 500 Index .SPX dropped 9.90 points, or 0.99 percent, to 988.61.	The technology-laced Nasdaq Composite Index was down 25.36 points, or 1.53 percent, at 1,628.26.	0.0
3568								Identical wording was introduced in the Senate last week by three Republicans, Wayne Allard (Colo.), Jeff Sessions (Ala.) and Sam Brownback (Kan.).	Identical wording was introduced in the Senate last week by three Republicans: Wayne Allard of Colorado, Jeff Sessions of Alabama and Sam Brownback of Kansas.	5.0
3569								Chief Justice William Rehnquist and Justice Clarence Thomas were the two other dissenting judges.	His dissent was joined by Chief Justice William H. Rehnquist and Justice Clarence Thomas.	5.0
3570								The Lord Chancellor was guardian of the Great Seal, used to stamp all official documents from the sovereign.	Falconer will hold on, for now, to the Lord Chancellor's Great Seal, used to sign off instructions from the sovereign.	0.0
3571								Prisoners were tortured and executed -- their ears and scalps severed for souvenirs.	They frequently tortured and shot prisoners, severing ears and scalps for souvenirs.	5.0
3572								U.S. troops killed nearly two dozen suspected Taliban militants after coming under fire in southern Afghanistan in the latest in a series of such attacks.	U.S. soldiers killed about two dozen suspected Taliban militants in southern Afghanistan after their convoy came under attack, the military said Sunday.	5.0
3573								Cindy Yeast, a 50-year-old Washington-area publicist, says she began taking supplements two years ago in part to avoid mild dementia that affects her elderly parents.	She started taking supplements two years ago - partly to stave off mild dementia that affects her elderly parents.	5.0
3574								About 25 countries have signed in the past four months, and about half of those have been signed in the past few weeks.	According to the State Department list, about 25 nations have signed bilateral agreements in the past four months, about half in the past three weeks.	5.0
3575								The United States welcomes a greater NATO role in Iraq's stabilisation, Powell said, according to the text of prepared remarks seen by Reuters.	The United States welcomes a greater NATO role in Iraq's stabilization, Mr. Powell said in a speech to fellow NATO ministers.	5.0
3576								The conflict centers on a proposal to change a French unemployment fund for artists that takes into account their downtime between shows.	France has a unique unemployment fund for artists that takes into account their downtime between shows.	0.0
3577								The two are not related, but have referred to each other as father and son.	He's not related to Malvo, but the two have referred to each other as father and son.	5.0
3578								Hormone replacement therapy that combines estrogen and progestin doubles a woman's risk of breast cancer, a British study of more than a million women has found.	A major British study has added to the evidence that hormone replacement therapy increases the risk of breast cancer, especially when women receive a combination of estrogen and progestin.	5.0
3579								I will pass on to him [Mr. Cheney] that Canada still remains a safe, secure and reliable supply of energy, Mr. Klein said Sunday.	I will pass on to him that Canada still remains a safe, secure and reliable supply of energy.	5.0
3580								It is a benign web where we hope to catch investors and where each of us can advance our enlightened self interest through cooperation with others.	It is a benign web where we hope to catch investors and where each of us can advance our enlightened self-interest through cooperation with others,' said Mr Goh.	5.0
3581								Adolescent specialist Dr Michael Cohen, who worked on the study, said doctors had treated eight-year-old children with anorexia - and that he had once treated a four-year-old boy.	Adolescent specialist Dr. Michael Cohen, who worked on the study, said doctors had treated 8-year-old children with anorexia _ and that he had once treated a 4-year-old boy.	5.0
3582								Slow-moving, drenching Tropical Storm Henri doused an already soaked Florida Friday, bringing powerful storms which further tested already-swollen lakes and rivers.	Slow-moving, drenching Tropical Storm Henri doused an already soaked Florida on Friday, pushing heavy rains into areas where lakes and rivers were full to overflowing.	5.0
3583								The case had consolidated numerous class action suits filed against Rambus in 2001.	The case consolidated multiple purported class actions filed in 2001.	5.0
3584								"He added that we are ""not going to make progress if we don't broaden the tent."""	He added Democrats are not going to make progress if we dont broaden the tent.	5.0
3585								"Gibson said last month in a press statement that ""neither I nor my film are anti-Semitic."	Gibson said in a June statement that he and his film are not anti-Semitic.	5.0
3586								The MTA had argued it needed to raise fares to close a two-year deficit it estimated at different times ranged from less than $1 billion to $2.8 billion.	The MTA argued it needed to raise fares to close a two-year deficit it estimated, at different times, to be $952 million or $2.8 billion.	5.0
3587								The world's largest software company said it recognized the difficulty the multiple patches posed for companies, and set out to make it easier for them to apply the updates.	The world's largest software company said it recognized the difficulty the multiple patches posed for companies trying to apply them.	0.0
3588								By 2040, the county's population is expected to be 985,066, compared to the 2000 population of 860,454.	Through 2040, Indiana's population is expected to increase by about 19 percent, to more than 7.2 million people.	0.0
3589								The Dow Jones industrial average .DJI ended up 64.64 points, or 0.71 percent, at 9,191.09, according to the latest available data.	The blue-chip Dow Jones industrial average .DJI added 38 points, or 0.42 percent, to 9,165.	5.0
3590								The vote came just two days after Kurds swept City Council elections, taking the largest single block of votes on the 30-seat council.	The vote for mayor followed City Council elections that gave Kurds the largest block of votes on the 30-seat council.	5.0
3591								Dolores Mahoy, 68, of Colorado Springs, Colo., is someone who might be helped by the legislation pending in Congress.	Dolores E. Mahoy, 68, of Colorado Springs is just the type of person who might be helped by the legislation pending in Congress.	5.0
3592								Italian Prime Minister Silvio Berlusconi, whose country holds the rotating EU presidency, said he was prepared to call another meeting of leaders next month.	Italian Prime Minister Silvio Berlusconi, chairing the summit, said he was prepared to call an extra informal meeting of leaders next month on the constitution if necessary.	0.0
3593								But Islamic Jihad's main leadership in the Gaza Strip disowned the bombing, saying the group was still committed to the ceasefire.	The group's leadership in Gaza insisted on Tuesday that it was still committed to the ceasefire.	0.0
3594								Cox said state police would still help his office in the investigation, but Sturdivant would not be involved.	On Friday, authorities had said the state police would head the investigation.	0.0
3595								The skull is then punctured, the brain suctioned out, and that causes the skull to collapse so it can be removed from the birth canal.	The skull is then punctured and the brain suctioned out, causing the skull to collapse and easing passage through the birth canal.	5.0
