	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
7459	1656	main-captions	images	2015	482	none	none	a group of old men walking down the street	A couple walking down the street.	2.0
2924								Months later, another clinic doctor, Dr. Wayne Patterson, was killed away from the clinic.	Months later, an unknown shooter killed Dr. Wayne Patterson, who ran Gunn's clinic.	0.0
7617	1814	main-captions	images	2015	954	none	none	The boy is looking up at the girl as another girl ignores them.	the boy is diving into the pool as the couple watch.	0.2
9750	3947	main-news	headlines	2013	244	none	none	Head of CIA resigns over affair	Hall of Fame beckons for Capriati	0.0
3657								As such, consumers want to easily enjoy this content, regardless of the source, across different devices and locations in the home, said the group.	The companies say their consumers want to enjoy their content, regardless of the source, across different devices and locations in the home.	5.0
6132	329	main-captions	MSRvid	2012test	493	none	none	A bear is running from two dogs.	A bear is fighting wolves.	1.4
5501								In the United States, heart attacks kill about 460,000 year, in Canada about 80,000.	In the United States, heart attacks kill about 460,000 yearly, according to the National Institutes of Health.	0.0
1130								ABC broadcast a special \"World News Tonight\" report out of Washington anchored by Ted Koppel.	Partly as a result, ABC chose to broadcast its special report out of Washington with Ted Koppel as anchor.	5.0
10570	4767	main-news	headlines	2014	524	none	none	Brazilian leader holds crisis talks on street protests	Brazil leader promises reform vote	1.6
2333								He urged member states that contribute police and soldiers to U.N. peacekeeping operations to provide more women.	Undersecretary-General for Peacekeeping Jean-Marie Guehenno urged member states contributing police and soldiers to U.N. peacekeeping operations to provide more women.	5.0
2210								\"We have sent a message to the nation that this is a new Louisiana,\" she told a victory party in New Orleans.	\"We have sent a new message out to the nation — that this is a new Louisiana.\"	5.0
6752	949	main-captions	MSRvid	2012train	671	none	none	A boy is playing with a toy.	A boy plays a handheld game.	3.0
10292	4489	main-news	headlines	2014	176	none	none	Profiles of Kenya's presidential candidates	Italian journalist picked as presidential candidate	1.0
5645								The companies uniformly declined to give specific numbers on customer turnover, saying they will release those figures only when they report overall company performance at year-end.	The companies, however, declined to give specifics on customer turnover, saying they would release figures only when they report their overall company performance.	5.0
3156								SARS, the deadly respiratory disease first detected in China last November, gave the agency its first real test of a new state-of-the-art emergency operations center.	And SARS, the deadly respiratory disease first detected in China last November, tested the agency's new state-of-the-art emergency operations center.	5.0
5967	164	main-captions	MSRvid	2012test	241	none	none	A person is boiling noodles.	A woman is boiling noodles in water.	4.0
9072	3269	main-news	MSRpar	2012train	492	none	none	The report forecasts there will be 71,079 hot spots worldwide this year, up from just 14,752 in 2002 and 1,214 in 2001.	The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.	1.75
8257	2454	main-news	MSRpar	2012test	8	none	none	In afternoon trading in Europe, France's CAC-40 advanced and Britain's FTSE 100 each gained 0.7 percent, while Germany's DAX index rose 0.6 percent.	In Europe, France's CAC-40 rose 1.3 percent, Britain's FTSE 100 declined 0.2 percent and Germany's DAX index gained 0.6 percent.	2.0
11098	5295	main-news	headlines	2015	846	none	none	Israel downs drone from Lebanon	Israel shoots down drone from Lebanon	5.0
8357	2554	main-news	MSRpar	2012test	175	none	none	Mr. Grassley and Mr. Baucus rejected any disparity in drug benefits.	Grassley and Baucus said they had rejected that approach in their plan.	3.0
2376								\"I picked prostitutes as my victims because I hate most prostitutes and I did not want to pay them for sex.\"	It went on: \"I picked prostitutes as my victims because I hated most prostitutes and I did not want to pay them for sex.	5.0
1634								ALBANY, N.Y. State Senate Majority Leader Joseph Bruno announced Friday he has been diagnosed with prostate cancer.	LBANY, Aug. 8 Joseph L. Bruno, the State Senate majority leader, announced today that he had prostate cancer.	5.0
6502	699	main-captions	MSRvid	2012train	293	none	none	A woman is dancing in the rain.	A woman is adding oil to a dish.	0.25
2300								\"Canada is a small country, and it needs companies like this, deals like this.\"	A passionate nationalist, Mr. D'Alessandro said: \"Canada is a small country, and we need more companies like this.\"	0.0
11250	5447	main-news	headlines	2015	1234	none	none	Death toll in India building collapse hits 42	Toll from India building collapse hits 25	3.2
4256								Every day more American soldiers die.	We're losing one or two American soldiers every day.	5.0
8453	2650	main-news	MSRpar	2012test	318	none	none	Tuition at four-year private colleges averaged $19,710 this year, up 6 percent from 2002.	For the current academic year, tuition at public colleges averaged $4,694, up almost $600 from the year before.	1.5
2723								But he is the only candidate who has won national labor endorsements so far, picking up his 11th union on Tuesday when the United Steelworkers of America endorsed him.	But he is the only candidate who has won national labor endorsements so far, picking up his 11th on Tuesday.	0.0
10594	4791	main-news	headlines	2014	551	none	none	Senate to vote on moving ahead on Hagel nod	Benedict comes home to new house and new Pope	0.0
5617								A judge stayed an injunction against RIM that would have prevented it from selling the Blackberry device and services in the United States.	NTP also said it would seek an injunction preventing RIM from selling the BlackBerry in the United States.	0.0
5630								Mr. Dewhurst has called for a \"cooling period\" between special sessions, which could give the Democrats some time at home.	Mr. Dewhurst has suggested a cooling-off period, which could give the senators time to go home.	5.0
10827	5024	main-news	headlines	2015	171	none	none	Belgian King Albert II to step down in favor of son	Belgium King Albert II 'to abdicate'	4.2
8585	2782	main-news	MSRpar	2012test	506	none	none	SARS has killed 296 people on China's mainland and infected more than 5,200.	Throughout China's mainland, the disease has killed 300 people and infected more than 5,270.	3.2
7607	1804	main-captions	images	2015	909	none	none	A man on skis on a snow-covered hill with mountains in the background	A dog enjoys a romp in the water with mountains and sand in the background.	0.6
9424	3621	main-news	deft-news	2014	171	none	none	amnesty international has published a report stating that an indian project to sell attack helicopters to myanmar threatens a european union arms embargo against myanmar.	the amnesty international report was titled indian helicopters for myanmar: making a mockery of the eu arms embargo?	3.8
5098								Mr Adams, managing director, will become chief executive on January 1.	Paul Adams, BAT managing director, will take over as chief executive in January.	5.0
7188	1385	main-captions	images	2014	569	none	none	Two men wearing bike helmets.	Two men stand with their bicycles outside a shop.	1.6
5666								Milberg Weiss Bershad Hynes & Lerach LLP said it filed suit in a New York court on Monday on behalf of the Southern Alaska Carpenters Pension Fund.	Milberg Weiss Bershad Hynes & Lerach filed the lawsuit, which seeks class-action status, on behalf of the Southern Alaska Carpenters Pension Fund in federal court in Manhattan.	5.0
7254	1451	main-captions	images	2014	678	none	none	A red bird is perched in a tree.	A small red and grey bird perched in a tree.	3.2
7440	1637	main-captions	images	2015	428	none	none	A dog bounds across the brown grass.	Two dogs bound across the grass.	2.6
9410	3607	main-news	deft-news	2014	157	none	none	a report issued by security software vendor mcafee inc., said government-affiliated hackers in china are at the forefront of a brewing cyber cold war.	government-affiliated hackers in china are at the forefront of a burgeoning cyber cold war.	3.4
2552								Mr Eddington described Monday's talks with union leaders as \"sensible\".	Mr Eddington is to meet union leaders today and tomorrow.	0.0
5683								The top speed of Ethernet could hit 40G bps (bits per second) within the next two years, a senior Cisco Systems Inc. executive said Wednesday.	The top speed of Ethernet could hit 40G bit/sec within the next two years, a senior Cisco executive said Wednesday.	5.0
8943	3140	main-news	MSRpar	2012train	282	none	none	Such a step could put the issue before the UN Security Council.	The matter could then be sent to the U.N. Security Council.	2.8
939								The U.S. State Department travel warning said the threat to aircraft by terrorists using shoulder-fired missiles continues in Kenya and includes Nairobi.	\"The threat to aircraft by terrorists using shoulder-fired missiles continues in Kenya, including Nairobi,\" it said.	5.0
6854	1051	main-captions	images	2014	70	none	none	Black and white photo of couch with purse at one end.	a black and white photo of a cow under a tree.	0.0
10252	4449	main-news	headlines	2014	131	none	none	Man arrested after police officer shot in Leeds	Navy panel urges ouster of officer who faked death	0.4
7214	1411	main-captions	images	2014	612	none	none	A person wearing a bike helmet talks on a cell phone.	A person wearing a helmet rides a bike near a white structure.	3.0
11237	5434	main-news	headlines	2015	1202	none	none	Bangkok tense on Thai election eve	Bangladesh: Crackdown Escalates Ahead of Election	2.2
4856								The worm attacks Windows computers via a hole in the operating system, an issue Microsoft on July 16 had warned about.	The worm attacks Windows computers via a hole in the operating system, which Microsoft warned of 16 July.	5.0
2646								He served as a marine in the Second World War and afterward began submitting articles to magazines.	After serving as a marine in World War II, he began submitting articles to magazines.	5.0
10106	4303	main-news	headlines	2013	691	none	none	Turkey scrambles jets near border	Turkey scrambles jets to Syrian border	3.6
3168								The blue-chip Dow Jones industrial average .DJI fell 86.56 points, or 0.94 percent, to 9,109.99, after giving up more than 1 percent earlier.	The Dow Jones industrial average .DJI fell 79.43 points, or 0.86 percent, to 9,117.12 on Friday.	0.0
3643								The government identified the alleged hijackers as Francisco Lamas Carón, 29, Luis Alberto Suarez Acosta, 22, and Yosvani Martínez Acosta, 27.	The ministry said the hijackers Francisco Lamas Caron, 29; Luis Alberto Suarez Acosta, 22; and Yosvani Martinez Acosta, 27, shot themselves for unknown reasons.	0.0
7529	1726	main-captions	images	2015	683	none	none	Man standing on top of jagged rocks near the ocean.	A man is standing on top of rocks overlooking the ocean.	4.6
9390	3587	main-news	deft-news	2014	137	none	none	the united states and other nato members have refused to ratify the amended treaty.	the united states and other nato members have refused to do ratify the updates cfe.	3.2
2063								From California, Bush flies to Japan on Thursday, followed by visits to the Philippines, Thailand, Singapore, Indonesia and Australia before returning home on Oct. 24.	Besides Japan he will visit the Philippines, Thailand, Singapore, Indonesia and Australia before returning home on Oct. 24.	5.0
4649								Although deeply disapproved of in the Soviet Union, the Beatles popularity knew no bounds and far outreached any other Western rock music.	Although the Beatles were deeply disapproved of in the Soviet Union, their popularity knew no bounds and far outreached any other Western rock groups.	5.0
11298	5495	main-news	headlines	2015	1368	none	none	Philippines typhoon death toll at 4,460: UN	Philippines typhoon death toll rises above 5,000	3.4
2814								The company's shares fell 3.6 percent to close at $66.89 on the Nasdaq.	Shares of Express Scripts ESRX.O fell about 4 percent to $66.73 on the Nasdaq in late morning trade.	0.0
10849	5046	main-news	headlines	2015	223	none	none	China stock index futures close lower -- April 23	China stock index futures close higher -- Dec. 4	2.2
9988	4185	main-news	headlines	2013	542	none	none	Ryanair in new bid for Aer Lingus	Ryanair chief hails report findings	1.2
10397	4594	main-news	headlines	2014	305	none	none	China's yuan weakens to 6.2767 against USD Thursday	China yuan weakens to 6.1818 against USD Tuesday	2.0
2551								Foam flaking off from all over the tank left dozens of pockmarks each flight on the thermal tiles that cover much of the shuttle, Turcotte said.	During the problem liftoffs, foam left dozens of pockmarks on the thermal tiles that cover much of the shuttle, Turcotte said.	0.0
9641	3838	main-news	headlines	2013	111	none	none	India bans bulk texts after riots	Tunisia lifts curfew after riots	0.8
10403	4600	main-news	headlines	2014	312	none	none	Venezuela assembly meets amid Chavez health crisis	Assembly meets amid Chavez crisis	3.4
7767	1964	main-captions	images	2015	1388	none	none	A skier wearing blue snow pants is flying through the air near a jump.	A skier stands on his hands in the snow in front of a movie camera.	1.4
4178								Cohen recessed the hearing until this afternoon and said he expected to issue his findings next week.	After a day of testimony, Cohen recessed the hearing until this afternoon.	0.0
10123	4320	main-news	headlines	2013	713	none	none	Armenians vote in parliamentary elections	Armenia's parliamentary vote a test for president	3.2
1025								Kodak said the PracticeWorks deal is expected to add about $215 million to its revenue in the first full year after the acquisition.	The PracticeWorks acquisition is expected to add about $215 million to Kodak's revenue in the first full year, be slightly dilutive through 2005, and accretive thereafter.	0.0
4852								The court on Monday reversed the decision of that court, the 9th U.S. Circuit Court of Appeals.	The court today reversed the decision of that court, the United States Court of Appeals for the Ninth Circuit.	5.0
8129	2326	main-forum	deft-forum	2014	326	none	none	Red October standing by.	Red Fox standing by.	2.0
7259	1456	main-captions	images	2014	685	none	none	A women sitting at a table drinking with a basketball picture in the background.	A woman in a sari drinks something while sitting at a table.	2.6
1953								\"By its actions, the Bush administration threatens to give a bad name to a just war,\" Lieberman said.	\"By its actions, the Bush administration threatens to give a bad name to a just war,\" the Connecticut Democrat told a Capitol Hill news conference.	5.0
6698	895	main-captions	MSRvid	2012train	592	none	none	A dog is opening a fridge.	A dog closes a refrigerator door.	1.75
351								The appeals court judges were in sharp disagreement over what should be done when they ruled in February.	The appellate judges were in sharp disagreement when they ruled in February.	5.0
7761	1958	main-captions	images	2015	1369	none	none	A lady is running her dog through an agility course.	Trainer runs her dog through training course with green pipe	4.2
9088	3285	main-news	MSRpar	2012train	513	none	none	Veteran entertainer Bob Hope celebrates his 100th birthday - and many years in showbusiness - on Thursday.	Hollywood and the world are gearing up to celebrate legendary entertainer Bob Hope's 100th birthday on Thursday.	3.75
4801								The FBI later learned that two of the hijackers had lived near Awadallah in San Diego.	The government charged that Awadallah knew both hijackers when they lived in the San Diego area.	0.0
7400	1597	main-captions	images	2015	312	none	none	a boy plays with a noodle by the pool.	A boy plays with a foam noodle toy by a pool.	4.6
3666								Federal offices were to remain closed for a second day overnight (Friday US time).	The Government shut down in Washington, and federal offices were to remain closed yesterday.	5.0
6760	957	main-captions	MSRvid	2012train	685	none	none	Someone is holding and petting a baby tiger.	Someone is rinsing a large beef steak at the kitchen sink.	0.4
4661								\"I don't want to be the candidate for guys with Confederate flags in their pickup trucks,\" said Missouri Congressman Dick Gephardt.	\"I still want to be the candidate for guys with Confederate flags in their pickup trucks,\" he told the Register.	5.0
7663	1860	main-captions	images	2015	1111	none	none	The black dog is walking through the tall grass.	The black dog is running through the grass.	3.8
3153								He was voluntarily castrated in 2001, an operation he contends removed his ability to become sexually aroused.	DeVries, who was voluntarily castrated in August 2001, has said the surgery took away his ability to become sexually aroused.	5.0
5770								The interview, which also focuses on Schwarzenegger's training routines and prowess as a bodybuilder, was reprinted this week on the website http://www.smokinggun.com.	The interview, which also focuses on Schwarzenegger's training routines and prowess as a bodybuilder, was re-printed this week on the Web Site www.thesmokinggun.com.	5.0
4817								The broader Standard & Poor's 500 Index <.SPX> was up 9.69 points, or 0.98 percent, at 994.53.	The tech-laced Nasdaq Composite Index <.IXIC> gained 18.35 points, or 1.13 percent, to 1,646.02.	0.0
5427								His protest led to a 47-hour standoff with police that caused huge traffic jams in downtown Washington and northern Virginia.	His protest triggered a 47-hour standoff with police that led to huge traffic jams as commuters backed up in downtown Washington and Northern Virginia.	5.0
8131	2328	main-forum	deft-forum	2014	328	none	none	No, none of those factors account for the recent warming.	You don't know if those factors account for the warming, or not.	3.0
5147								The findings appear in next Friday's Physical Review Letters.	The findings will be reported Friday in the journal Physical Review Letters.	5.0
2942								Shares closed on NASDAQ just below their 52-week high, at $32.17, up $1.54.	Trading of EchoStar's stock closed Tuesday at a 52-week high of $32.17, up $1.54.	0.0
4514								In addition to O'Connor, Rehnquist's majority opinion was joined by Justices David Souter, Ruth Bader Ginsburg, and Stephen Breyer.	Joining him in the majority opinion were Justices Sandra Day O'Connor, David H. Souter, Ruth Bader Ginsburg and Stephen G. Breyer.	5.0
1342								Halabi's military attorney, Air Force Maj. James Key, denied the charges, which could carry a death penalty.	The attorney representing al-Halabi, Air Force Maj. James Key III, denied the charges, according to The Associated Press.	0.0
10837	5034	main-news	headlines	2015	205	none	none	Glasgow helicopter death toll rises to nine	Earthquake death toll rises to 260	0.6
9961	4158	main-news	headlines	2013	507	none	none	Suicide bomber attacks Algerian security base	Suicide bomber targets Nigerian church	0.8
6811	1008	main-captions	images	2014	10	none	none	A group of people eat at a table outside.	Group of elderly people sitting around a table.	2.8
6466	663	main-captions	MSRvid	2012train	246	none	none	A man is eating a banana.	Someone is peeling a banana.	1.8
8988	3185	main-news	MSRpar	2012train	367	none	none	\"People are obviously inconvenienced,\" said Dr. Jim Young, Ontario's commissioner of public safety.	\"We're being hyper-vigilant,\" said Dr. James Young, Ontario's commissioner of public safety.	2.25
6406	603	main-captions	MSRvid	2012train	158	none	none	Two roosters are fighting.	Two men are fighting.	2.0
1585								Its former chief Mickey Robinson was fired for cause when he left in September, the company said.	Chief Executive Mickey Robinson was fired for cause in September, the company said last month.	5.0
1414								Mr. Heatley, who suffered a broken jaw and torn knee ligaments, faces several charges.	Heatley underwent surgery Saturday for a broken jaw and an MRI found two torn ligaments in his right knee.	0.0
5521								In terms of format, DVD music took off while legitimate online music broadened its reach, the IFPI said.	DVD music took off, accounting for more than five percent of sales, and legitimate online music broadened its reach.	0.0
10120	4317	main-news	headlines	2013	710	none	none	7 dead in Christian school shooting	5 wounded in Ohio school shooting	1.4
2258								The number of extremely obese American adults - those who are at least 100 pounds overweight - has quadrupled since the 1980s to about 4 million.	The number of Americans considered extremely obese, or at least 100 pounds overweight, has quadrupled since the 1980s to a startling 4 million, the research shows.	5.0
10102	4299	main-news	headlines	2013	686	none	none	Two killed in new Israeli strike on Gaza: medics	5 die in strikes on Gaza, militants barrage Israel	2.0
2214								\"But they never climb out of the pot of beer again.\"	It's just that they never climb out of the beer again.\"	5.0
2624								Except for a few archaic characteristics, they are as recognizable as Hamlet's poor Yorick.	Except for a few archaic characteristics, the skulls are readily recognizable.	5.0
10112	4309	main-news	headlines	2013	701	none	none	Syrian forces shoot civilians on bus	Syrian forces, rebels clash near Turkey	0.8
4942								Franklin County Judge-Executive Teresa Barton said a firefighter was struck by lightning and was taken to the Frankfort Regional Medical Center.	A county firefighter, was struck by lightning and was in stable condition at Frankfort Regional Medical Center.	0.0
3628								About 24 percent of men who took placebo, or 1,147 men, developed prostate cancer.	The researchers found that 18 percent of the men who took finasteride, or 803 men, developed prostate cancer.	0.0
5743								He said there were complex reasons for the increased numbers of cases and scientists were only just beginning to understand the risk factors.	However, he said, The reasons behind the increase in incidence are more complex and were just beginning to understand the risk factors.	5.0
4271								The case puts the Supreme Court back into the debate over the separation of church and state.	The case marks the court's second major separation of church and state case in two years.	5.0
10388	4585	main-news	headlines	2014	294	none	none	6.0-magnitude quake hits Greece -- USGS	5.0-magnitude quake jolts Japan	1.0
463								\"Further testing is still under way, but at this stage, given the early detection, the outlook in such instances would be positive,\" the specialist said yesterday.	\"But at this stage, given the early detection, the outlook in such instances would be positive,\" he said.	0.0
1756								Duque will return to Earth Oct. 27 with the station's current crew, U.S. astronaut Ed Lu and Russian cosmonaut Yuri Malenchenko.	Currently living onboard the space station are American astronaut Ed Lu and Russian cosmonaut Yuri Malenchenko.	0.0
9982	4179	main-news	headlines	2013	534	none	none	Indonesian president to visit UK	Indonesian president to visit Australia	1.4
5910	107	main-captions	MSRvid	2012test	157	none	none	The lady chopped up the green onions.	The lady cut up a green onion.	4.8
10227	4424	main-news	headlines	2014	97	none	none	7.2-magnitude quake hits Pakistan: CENC	7.7-magnitude earthquake hits SW Pakistan	3.8
6749	946	main-captions	MSRvid	2012train	665	none	none	An animal is walking.	A woman is applying eye makeup.	0.0
378								He had been arrested twice before for trespassing and barred from the complex - home to his mother and two children.	He had been arrested twice before for trespassing and was barred from the complex.	0.0
3109								The bureau report shows significant increases in uninsured rates occurred among whites, blacks, people 18 to 24, and middle- and higher-income earners nationwide.	Reflecting the broad scope of the recession and its aftermath, significant increases in uninsured rates occurred among whites, blacks, people 18-to-64, and middle- and higher-income earners.	0.0
4807								Neighboring Canada has just decided to legalize same-sex marriage, and they have high hopes that Massachusetts' supreme court will take a similar step soon.	Canada has just decided to legalize same-sex marriage, and they have high hope that Massachusetts' high court will take a similar step within a few weeks.	5.0
1337								Trading volume was light at 726.40 million shares, but above the 642.73 million exchanged at the same point Wednesday.	Trading volume was extremely light at 1.05 billion shares, below an already thin 1.19 billion on Tuesday.	0.0
11202	5399	main-news	headlines	2015	1114	none	none	Shankill blast victims to be remembered	Crocodile victim's body recovered	0.2
2718								Nigeria and other African oil producers are increasingly important in U.S. plans to lessen dependence on Middle Eastern suppliers for its energy security.	Nigeria and other African producers are increasingly important in the former Texas oilman's plans to lessen dependence on Middle Eastern suppliers for energy security.	5.0
9786	3983	main-news	headlines	2013	288	none	none	Government of Canada Supports Montréal Women Leading Change	Government of Canada Supports Women's Safety in Regina	1.6
7258	1455	main-captions	images	2014	684	none	none	Large silver locomotive engine in a shed.	A close-up of a silver train engine with a red stripe.	3.0
8975	3172	main-news	MSRpar	2012train	340	none	none	Albertsons and Kroger's Ralphs chain locked out their workers in response.	Kroger's Ralphs chain and Albertsons immediately locked out their grocery workers in a show of solidarity.	4.0
6511	708	main-captions	MSRvid	2012train	307	none	none	A woman is adding oil on fishes.	A woman is riding a horse.	0.8
6850	1047	main-captions	images	2014	66	none	none	Black and white cat lying under bush.	The black and white cat with yellow eyes lounges in the dirt.	2.4
1813								NEC is pitching its wireless gear and management software to a variety of industries, including health care and hospitality.	NEC's pitching its wireless gear and management software to a variety of industries, including healthcare and hospitality, a company spokesman said.	5.0
9996	4193	main-news	headlines	2013	552	none	none	2 Americans Killed as Afghan Unrest Enters Fifth Day	Two American Officers Murdered As Afghan Unrest Continues	4.2
1896								In Canada, the booming dollar will be in focus again as it tries to stay above the 75 cent (U.S.) mark.	In Canada, the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent (U.S.) mark.	5.0
8543	2740	main-news	MSRpar	2012test	441	none	none	Niels told an interviewer in 1999 he thought the Old Man would outlive him by many years.	In 1999, two years before his death, Mr. Nielsen told an interviewer that he thought the rock face would outlive him by many years.	3.0
7527	1724	main-captions	images	2015	680	none	none	A woman is attempting to ride a small wave.	A man and woman sitting back to back outside in the sun.	0.0
6832	1029	main-captions	images	2014	45	none	none	Camouflage airplane sitting on grassy field.	A camouflaged plane sitting on the green grass.	4.4
1191								Vice President Dick Cheney and Mississippi Republican gubernatorial candidate Haley Barbour acknowledge the cheering crowd.	Vice President Dick Cheney says Mississippi Republican Haley Barbour would be a good governor because of his government and business savvy.	0.0
5198								Earlier this month, RIM had said it expected to report second-quarter earnings of between 7 cents and 11 cents a share.	Excluding legal fees and other charges it expected a loss of between 1 and 4 cents a share.	0.0
7317	1514	main-captions	images	2015	46	none	none	The two boys play in the field.	The two people have their heads covered with scarves.	0.0
11223	5420	main-news	headlines	2015	1166	none	none	California governor declares drought emergency	California governor declares drought emergency as wildfires continue to burn	3.6
7461	1658	main-captions	images	2015	487	none	none	A black and white dog is running through the field.	A black and white dog is running in the grass.	4.8
3458								For proof, look no further than this week's Consumer Electronics Show (CES) in Las Vegas.	The company is expected to unveil the console on Thursday at the Consumer Electronics Show (CES) in Las Vegas.	0.0
7117	1314	main-captions	images	2014	459	none	none	A black train moves down the tracks.	A train traveling down the tracks.	4.0
5368								It will be the first handset to ship with the Smartphone 2003 version of Microsoft's (Nasdaq: MSFT)  Windows Mobile software, the mobile operator said.	According to the company, it will be the first handset to ship with the Smartphone 2003 version of Microsoft's (Nasdaq: MSFT)  Windows Mobile software.	5.0
5382								The company claims it's the largest single Apple VAR Xserve sale to date.	The company claimed it is the largest sale of Xserves by an Apple retailer.	5.0
5406								U.S. District Judge Denny Chin said Fox's claim was \"wholly without merit, both factually and legally.\"	\"This case is wholly without merit, both factually and legally,\" Chin said.	5.0
8629	2826	main-news	MSRpar	2012test	569	none	none	One question was whether France, which infuriated Washington by leading the charge against U.N. authorization for the war, would vote \"Yes\" or abstain.	France, which infuriated Washington by leading the charge against U.N. approval for the war, also sought changes.	3.0
4617								The second rover is scheduled for launch later this month, and both vehicles are expected to arrive at Mars in January.	The second rover is scheduled for launch on June 25 and both will arrive at Mars in January.	5.0
3996								Bombardier and Embraer will each deliver 85 jets by September 2006, U.S. Airways said in a release.	The Bombardier and Embraer aircraft will be delivered to U.S. Airways by September 2006.	5.0
10694	4891	main-news	headlines	2014	674	none	none	Palestinians, Jordan coordinate stances on peace talks	Hamas senior denies Gaza, PA coordinated on peace talks	1.8
1031								Scott McClellan, a White House spokesman, called the decision \"troubling and flawed.\"	White House spokesman Scott McClellan called the Padilla ruling \"troubling and flawed.	5.0
8205	2402	main-forum	deft-forum	2014	402	none	none	Some believe the 'right' is most important.	Some believe not slaughtering the unborn is most important.	1.2
2222								He says information released about a tarot card left at one shooting scene may have prolonged the spree by cutting off fragile communications with the sniper.	He says the release of a tarot card left at a shooting scene may have prolonged the spree by cutting off fragile communications with the sniper.	5.0
3778								Last month, it narrowed the range to between $7.6 billion and $7.8 billion.	Last month Intel raised its revenue guidance for the quarter to between $7.6 billion and $7.8 billion.	5.0
11386	5583	main-news	headlines	2016	242	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Iran Nuclear Talks Enter Third Day	Iran nuclear talks enter crucial third day	5.0
8969	3166	main-news	MSRpar	2012train	326	none	none	Mr. Turner transferred about 10 million shares to a charitable trust before they were sold.	The sales leave Mr. Turner with about 45 million shares in AOL.	1.6
1757								Singapore is already the United States' 12th-largest trading partner, with two-way trade totaling more than $34 billion.	Although a small city-state, Singapore is the 12th-largest trading partner of the United States, with trade volume of $33.4 billion last year.	5.0
5740								The company emphasized that McDonald's USA does not import any raw beef or hamburger patties from Canada for McDonald's use in the United States.	McDonald's said in a statement that it does not import any raw beef or hamburger patties from Canada for use in the United States.	5.0
8459	2656	main-news	MSRpar	2012test	326	none	none	But White House spokesman Ari Fleischer said yesterday: \"The steps the Iranians claim to have taken in terms of capturing al-Qa'ida are insufficient.\"	\"The steps that the Iranians claim to have taken in terms of capturing al-Qaida are insufficient.	3.2
4331								An unclear number of people were killed and more injured.	Four people were killed and 50 injured in the attacks.	5.0
9880	4077	main-news	headlines	2013	406	none	none	US offers US$10 mil. for Pakistan militant	US offers $10 million for Pakistani militant chief	3.8
110								\"We will clearly modify some features of our plans as well as their administration,\" Mr. Reed said in his letter.	\"We will clearly modify some features of our plans as well as their administration,\" Reed said in a letter to the NYSE's 1,366 members.	5.0
7343	1540	main-captions	images	2015	158	none	none	A man wearing a t-shirt that says \"Gigolo\" stands at the counter talking to someone.	A man wearing a shirt that says \"Gigolo\" is standing at a front desk area with his back to the camera.	3.4
10407	4604	main-news	headlines	2014	318	none	none	Chicago man to be sentenced for terror convictions	Kabul Bank Heads Sentenced for Corruption	1.0
2920								Meanwhile, Lt. Gov. David Dewhurst alluded to an interparty political struggle: \"Sounds like the Republican primary started early this year.\"	Lt. Gov. David Dewhurst suggested a political motive for the report, saying: \"It sounds like the Republican primary started early this year.\"	5.0
1517								Both sets of findings were presented Dec. 1 at the annual meeting of the Radiological Society of North America in Chicago.	The study was presented yesterday in Chicago at the annual meeting of the Radiological Society of North America.	5.0
10921	5118	main-news	headlines	2015	416	none	none	Outrage after reports emerge about 6-year-old Indian girl raped at school	Outrage After Indian Girl, 6, Raped at Her School	5.0
10653	4850	main-news	headlines	2014	622	none	none	Costa Concordia captain to be tried for manslaughter	Costa Concordia survivors detail experience one year later	1.2
10471	4668	main-news	headlines	2014	392	none	none	Malaysia's long-ruling coalition hangs on to power	Malaysia's ruling coalition wins majority	3.8
9725	3922	main-news	headlines	2013	212	none	none	Remains of 167 bodies found in Mexican cave	Remains of 167 people found in Mexico cave	5.0
2265								Under the legislation, a physician who performs the procedure could face up to two years in prison.	Physicians who perform the procedure would face up to two years in prison, under the bill.	5.0
7757	1954	main-captions	images	2015	1361	none	none	A woman is eating fish at a restaurant.	A woman eating a large fish in a restaurant.	4.6
7384	1581	main-captions	images	2015	254	none	none	A skier speeds through the snow.	A brown dog carrying a Frisbee runs through the snow.	0.2
9820	4017	main-news	headlines	2013	333	none	none	Syrian regime denies role in Houla massacre	Syria blames rebels for Houla massacre of over 100	3.0
8064	2261	main-forum	deft-forum	2014	261	none	none	Zimmerman replied, \"What are you doing here?\"	Martin said, \"Why are you following me?\"	0.9
893								Bond bulls would like the Fed to recognize that risks are biased toward economic weakness.	The Fed also said the risks to the economy were biased toward weakness.	0.0
1492								Meanwhile, Harrison said, investigators were working through the holiday to prevent a potential outbreak of the deadly disease and to calm public fears about the food supply.	Investigators worked through the Christmas holiday to prevent a potential outbreak of the deadly disease and to calm public fears about the food supply, Harrison said.	5.0
1852								The memo on protecting sales of Windows and other desktop software mentioned Linux, a still small but emerging software competitor that is not owned by any specific company.	The memo specifically mentioned Linux, a still small but emerging software competitor that is not owned by any specific company.	5.0
6788	985	main-captions	MSRvid	2012train	724	none	none	A woman is slicing mango.	A man is putting cheese on a tortilla.	0.6
