,index,genre,filename,year,old_index,source1,source2,sentence1,sentence2,score
4934,,,,,,,,"The Turkish troops also could be targets for attack, the ambassador acknowledged.","Turkish troops almost surely would become targets for terrorists, the ambassador said.",5.0
6592,789.0,main-captions,MSRvid,2012train,432,none,none,A girl is playing the piano.,A little girl is playing a grand piano on stage.,3.333
5586,,,,,,,,"Meanwhile, law enforcement officials in Palm Beach County, Fla., where Limbaugh owns a $24 million mansion, said his drug use is under investigation.","A law enforcement source in Palm Beach County, where Limbaugh owns a $24 million oceanfront mansion, said last week that Limbaugh's drug use is still under investigation.",5.0
6961,1158.0,main-captions,images,2014,229,none,none,A silver and blue motorcycle sitting next to a car.,A motorcycle parked next to a car.,3.6
13436,,,surprise.OnWN,2012test,,,,secrete or form water,"secrete or form water, as tears or saliva.",3.5
4714,,,,,,,,It's one of several negotiating items where Canada appears to have caved in to U.S. demands and accepted less favourable terms.,Giving up half the duties is one of several negotiating items where Canada appears to have caved in to U.S. demands and accepted less favourable terms.,5.0
3284,,,,,,,,"The US responded coolly to the EU deadline, warning that trade sanctions would backfire by hurting European consumers.","The US administration responded coolly to the EU deadline, warning that trade sanctions would backfire by hurting European consumers but pledging ""to comply with our international obligations"".",1.0
2372,,,,,,,,Sweeney said he would formally announce the formation of the new union on Wednesday in Detroit.,Sweeney is to formally announce the campaign in a speech Wednesday in Detroit.,5.0
5529,,,,,,,,"Telemarketers who call listed numbers could face FCC fines of up to $120,000.","Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $11,000 per call.",5.0
2546,,,,,,,,She said he persisted and she eventually allowed him to fix her bike while she sat in the front seat of his car.,"She said she eventually allowed him to fix her bike while she sat in his car, and they chatted.",1.0
12763,,,SMTeuroparl,2012train,,,,"Mr President, I voted for the García-Margallo y Marfil report on the taxation of electronic commerce.","Mr President, I voted in favour of the report García-Margallo y Marfil, which concerns the taxation of services provided by electronic means.",4.8
9837,4034.0,main-news,headlines,2013,352,none,none,More than 30 striking miners killed,More than 30 striking miners killed in South Africa,3.8
2888,,,,,,,,"Today, analysts say, UN members can no longer ignore the shifts since the September 11 2001 attacks.","On Wednesday, analysts say, UN members can no longer ignore the shifts since the attacks in the US of September 11 2001.",5.0
10699,4896.0,main-news,headlines,2014,680,none,none,Egypt court orders Mubarak release,Egypt court turns down Mubarak's release request,2.0
2180,,,,,,,,China has threatened to execute or jail for life anyone who breaks their quarantine and intentionally spreads the killer SARS virus.,"China, haunted by the spread of SARS in its vast countryside, has threatened to execute or jail for life anyone who intentionally spreads the killer virus.",1.0
9969,4166.0,main-news,headlines,2013,518,none,none,British Archbishop of Canterbury changes career to Cambridge,Archbishop of Canterbury to step down amid rifts,2.4
4902,,,,,,,,Both Mr Blair and Foreign Secretary Jack Straw have denied that Britain had reneged on plans to involve the UN in the reconstruction of Iraq.,"Mr Blair and the Foreign Secretary, Jack Straw, have denied Ms Short's claims that Britain has reneged on plans to involve the UN in the reconstruction of Iraq.",5.0
5157,,,,,,,,"Advancers outnumbered decliners 1,821 to 1,199 on the New York Stock Exchange on volume of just over 480 million shares.",Advancing issues outnumbered decliners by a 4-to-3 ratio on the New York Stock Exchange.,1.0
1211,,,,,,,,"""It was a final test before delivering the missile to the armed forces.",State radio said it was the last test before the missile was delivered to the armed forces.,5.0
8342,2539.0,main-news,MSRpar,2012test,148,none,none,"The average American makes four trips a day, 45 percent for shopping or errands.",Nearly half - 45 percent - are for shopping or running errands.,3.333
16369,,,belief,2015,,,,george on of the most important things a person can learn in life is not to make assumptions and secondly not to read to much into one's own perceptions of what happened in certain circumstances based on their personal experiences.,we are all different we came from different backgrounds and we all saw things based on different perceptions some fact based and some clouded by personal experiences.,2.5
10204,4401.0,main-news,headlines,2014,66,none,none,Police fire tear gas to disperse protesters in Tunis,Police fire tear gas at protesters in Cairo,2.2
8021,2218.0,main-forum,deft-forum,2014,218,none,none,I'd offer Iran a deal.,Chuck I'd offer Iran a deal.,4.2
3126,,,,,,,,Supporters say a city casino will attract tourists and conventioneers who will gamble and spend money in restaurants and stores.,Supporters say those people will gamble and have enough money left over to spend in restaurants and stores.,5.0
12811,,,SMTeuroparl,2012train,,,,"There is, of course, one crucial event, namely that a start has been made with category four and with looking at ways how we will deal with it, but it is not yet entirely clear whether we have managed to resolve this, partly because the Council refuses to have sufficient input in the attendant thought processes.","There is, of course, a very important point is the fact that we have started category four, with his approach, but we do not yet know very well if we managed to solve the problem, particularly because the Council does not wish to participate in the discussion.",4.2
1546,,,,,,,,Seven of the nine major Democratic presidential candidates will address the forum.,Seven of nine Democratic candidates for president also said they would participate in the conference Monday.,5.0
8041,2238.0,main-forum,deft-forum,2014,238,none,none,My parents have told me it is bad for you.,My Sheriff has told me its bad for you.,2.8
15601,,,tweet-news,2014,,,,New low for water levels in the Great Lakes #Drought,Water brings new lows on Great Lakes,4.0
12853,,,SMTeuroparl,2012train,,,,The Committee on Legal Affairs and the Internal Market rightly insists on no upper limit and a minimum of no less than 7%.,It is right that the Committee on Legal Affairs persists in refusing a ceiling and a minimum rate which cannot be below 7%.,4.25
12191,,,surprise.SMTnews,2012test,,,,Each side had quite different theories and explanations of what was going on.,Every originator had theories and explanations significantly different on the situation.  ,4.5
10721,4918.0,main-news,headlines,2014,707,none,none,Pakistan releases top Afghan Taliban prisoner,Pakistan releases seven Afghan Taliban fighters,3.6
10780,4977.0,main-news,headlines,2015,57,none,none,Death toll in building collapse in south India mounts to 47,4 killed in building collapse in southern India,2.8
14743,,,OnWN,2014,,,,have a disagreement or quarrel over something,have a disagreement over something.,4.4
946,,,,,,,,A bill that would have fully legalized marijuana for medical purposes in Connecticut was narrowly defeated in the House of Representatives on Wednesday.,"A move to legalize marijuana for medical use was defeated yesterday in the state House of Representatives, 79-64.",5.0
11473,5670.0,main-news,headlines,2016,964,Europe Media Monitor (http://emm.newsbrief.eu),Europe Media Monitor (http://emm.newsbrief.eu),Hawaii preps for first hurricane in 22 years,Hawaii bracing as first hurricane in 22 years approaches,5.0
4554,,,,,,,,"In February 2000, the officers — Kenneth Boss, Sean Carroll, Edward McMellon and Richard Murphy — were acquitted of all charges in the killing.","The officers -- Kenneth Boss, Sean Carroll, Edward McMellon and Richard Murphy -- were acquitted in 2000 of state murder charges.",5.0
14378,,,OnWN,2013,,,,(Cause to) form a cluster in either abstract or physical space.,"cause to have, in the abstract sense or physical sense.",2.2
13007,,,SMTeuroparl,2012train,,,,"I should like to thank the rapporteur of the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy, Mr Brok, for his clear, comprehensive report.","I would like to thank the rapporteur of the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy, Mr Brok, for his clear and comprehensive report.",5.0
8338,2535.0,main-news,MSRpar,2012test,141,none,none,That objection was cited by PeopleSoft's board in rejecting Oracle's offer.,PeopleSoft's board has recommended stockholders reject the offer.,2.75
13067,,,SMTeuroparl,2012train,,,,"Lastly, and most controversially, the committee strongly called for the use of a fast-track procedure to implement this legislation.","Finally, and this is a controversial issue, the Commission has called with force to use the fast-track procedure to implement this legislation.",4.8
9578,3775.0,main-news,headlines,2013,29,none,none,China's Cabinet promises to boost economy,China's Wen promises job creation,3.2
15613,,,tweet-news,2014,,,,Look of The Moment: #TaylorSwift,T Magazine: Look of The Moment | Taylor Swift,4.4
1677,,,,,,,,"GALLOWAY TOWNSHIP, N.J. Annika Sorenstam drew the crowds, Michelle Wie got the publicity but Angela Stanford took her first LPGA victory.","GALLOWAY TOWNSHIP, N.J. >> Annika Sorenstam and Michelle Wie drew the crowds, but Angela Stanford took her first LPGA victory.",5.0
9999,4196.0,main-news,headlines,2013,556,none,none,Syrian fighter pilot defects to Jordan,Syrian PM defects to Jordan,1.4
1563,,,,,,,,Wyoming and New Mexico both reported two deaths within the past week.,Wyoming and New Mexico reported their first deaths from the virus this past week.,5.0
12390,,,surprise.SMTnews,2012test,,,,"Indeed, intolerance goes right to the top of the Turkish government.",It is undeniable that intolerance reached until the heights of the Turkish Government.,4.5
15817,,,tweet-news,2014,,,,How an all-American hero fell to earth - . (Where have all the REAL heroes gone?),How all-American hero fell to earth,4.2
13908,,,FNWN,2013,,,,"an agent has attempted to achieve a goal, and the actual outcome of the agent's action has been resolved, so that it either specifically matches the agent's intent (e.g. success) or does not match it (e.g. failure).",having succeeded or being marked by a favorable outcome;,2.0
6367,564.0,main-captions,MSRvid,2012train,103,none,none,A small kitten is playing a ball.,A kitten is playing with a ball.,4.4
12513,,,SMTeuroparl,2012train,,,,"Unfortunately, the ultimate objective of a European Constitution would be precisely the opposite, and so, of course, we cannot vote for it.",Unfortunately the final objective of a European Constitution would be exactly the opposite and of course we cannot agree.  ,4.8
6109,306.0,main-captions,MSRvid,2012test,457,none,none,The boy is riding a tricycle.,A woman is riding a water scooter.,1.25
4545,,,,,,,,"Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday, as did Mills.","Mr. Mills declined to comment yesterday, saying that he never discussed personnel matters.",5.0
1784,,,,,,,,Several of the questions asked by the audience in the fast-paced forum were new to the candidates.,Several of the audience questions were new to the candidates as well.,5.0
7522,1719.0,main-captions,images,2015,668,none,none,A man in swimming trunks is standing against some rocks.,A man in a gray shirt climbs a large rock wall.,1.0
14461,,,OnWN,2013,,,,put heels on a shoe,put a new heel on.,4.0
1097,,,,,,,,The settlement taking effect this week was reached less than two months after O'Malley took the helm of the nation's fourth-largest archdiocese.,"The $85 million agreement was reached in September, less than two months after Archbishop Sean O'Malley took over as leader of the nation's fourth-largest diocese.",5.0
9149,3346.0,main-news,MSRpar,2012train,607,none,none,"He wounded a security guard and then fled, stabbing two passersby as he ran off along the promenade.",He then stabbed two passersby as he fled along a promenade by the Mediterranean Sea.,3.2
11432,5629.0,main-news,headlines,2016,668,Europe Media Monitor (http://emm.newsbrief.eu),Europe Media Monitor (http://emm.newsbrief.eu),Police surround protesters in Belfast ahead of G8,Peaceful anti-G8 protest held in Belfast,3.0
8068,2265.0,main-forum,deft-forum,2014,265,none,none,Is that how it works?,"Nah, that's not how it works.",1.6
3290,,,,,,,,"Rambus Inc. (nasdaq: RMBS - news - people) shot up 38 percent, making it the biggest percentage gainer on the Nasdaq.","Rambus Inc. shot up almost 33 percent, making it the biggest percentage gainer on the Nasdaq.",5.0
13192,,,surprise.OnWN,2012test,,,,"the tallied points of a game, at a given time",a number that expresses the accomplishment of a team or an individual in a game or contest.,2.75
677,,,,,,,,"Russian stocks fell after the arrest last Saturday of Mikhail Khodorkovsky, chief executive of Yukos Oil, on charges of fraud and tax evasion.","The weekend arrest of Russia's richest man, Mikhail Khodorkovsky, chief executive of oil major YUKOS, on charges of fraud and tax evasion unnerved financial markets.",1.0
6346,543.0,main-captions,MSRvid,2012train,74,none,none,A woman is cutting a leak.,A woman is slicing a leek.,4.0
2607,,,,,,,,"In Falluja on Thursday, two grenades were thrown at soldiers from the Third Armored Cavalry Regiment, wounding seven.","In Al-Fallujah, two grenades were thrown Thursday at soldiers from the 3rd Armored Cavalry Regiment, wounding seven, none seriously.",5.0
1394,,,,,,,,"The new version, W32/Sobig.C-mm, had already reached a ""high level"" outbreak status by Monday, according to security analysts.","Security analysts said the new version, W32/Sobig.C-mm, had already reached a ""high level"" outbreak status by mid-afternoon on Monday.",5.0
7266,1463.0,main-captions,images,2014,694,none,none,A black and white cat sleeping on its side on a purple blanket.,A black and white cat laying on the ground in the sun.,2.8
13781,,,surprise.OnWN,2012test,,,,pass into a state or condition,pass into a specified state or condition.,5.0
752,,,,,,,,She recently got the endorsement of the National Organization for Women and the National Women's Political Caucus.,Moseley Braun has scored endorsements from the National Organization for Women and the National Women's Political Caucus.,5.0
1713,,,,,,,,"He planned to stay all day until the river crested, which was forecast for late last night.",He and the other lawyers planned to stay until the river starts receding.,1.0
3741,,,,,,,,"Rosenthal declined comment on the Garrett situation Tuesday but said in a statement: ""We had a big contract negotiation.","The show's creator and executive producer, Phil Rosenthal, quipped in a statement: ""We had a big contract negotiation.",1.0
16037,,,tweet-news,2014,,,,"NYTimes: D. Brainerd Holmes, a Leader in Space Race, Dies at 91","D. Brainerd Holmes, Top NASA Official, Dies at 91",3.6
13617,,,surprise.OnWN,2012test,,,,incite some act of insubordination,"incite, move, or persuade to some act of lawlessness or insubordination.",4.0
3218,,,,,,,,"Consolidated volume was heavy, with 2.17 billion shares traded, compared with 1.92 billion on Tuesday.","Consolidated volume was moderate, with 1.91 billion shares traded on the New York Stock Exchange, compared to 1.5 billion Monday.",1.0
797,,,,,,,,"Shares of SCO closed at $10.93, down 28 cents, in Monday trading on the Nasdaq Stock Market.","IBM shares closed up $1.75, or 2.11 percent, at $84.50 on the New York Stock Exchange.",1.0
8669,2866.0,main-news,MSRpar,2012test,632,none,none,"Five alternate jurors were also chosen, with a final one set to be selected Friday morning from the panel.","Five alternate jurors also were selected, with a sixth alternate to be picked on Friday.",4.6
1779,,,,,,,,Comcast Class A shares were up 8 cents at $30.50 in morning trading on the Nasdaq Stock Market.,The stock rose 48 cents to $30 yesterday in Nasdaq Stock Market trading.,5.0
4117,,,,,,,,Freddie Mac shares were down more than 16 per cent at $50.18 at midday yesterday.,"Freddie Mac shares were off $7.87, or 13.2 percent, at $52 in midday trading on the New York Stock Exchange.",5.0
1772,,,,,,,,"The commission must work out the plan's details, but the average residential customer paying $840 a year would get a savings of about $30 annually.",An average residential customer paying $840 a year for electricity could see a savings of $30 annually.,1.0
14728,,,OnWN,2014,,,,An event that causes someone or something to die.,an event that causes someone to die.,3.8
10853,5050.0,main-news,headlines,2015,240,none,none,Iran 'thwarts nuclear sabotage attempts',Iran says detects sabotage at nuclear facility,3.6
13590,,,surprise.OnWN,2012test,,,,aerodynamic force that opposed gravity,the component of the aerodynamic forces acting on an airfoil that opposes gravity.,3.5
7275,1472.0,main-captions,images,2014,710,none,none,A small plane parked at an airfield with a cloudy sky overhead.,A small white plane parked in an airport on a cloudy day.,4.6
3025,,,,,,,,A West Knoxville restaurant has reported several cases of hepatitis A to the Knox County Health Department.,The news has caused a rush of people to the Knox County Health Department to get vaccinated.,1.0
4232,,,,,,,,"The specific product that is the subject of the petition, 6000 series aluminium alloy rolled plate, is used for general-purpose engineering, tooling and die applications.","At the center of the petition is a 6000 series aluminum alloy rolled plate that is used for general-purpose engineering, tooling and die applications.",5.0
14875,,,OnWN,2014,,,,the act of enumerating or tallying a total,the act of counting; reciting numbers in ascending order.,2.8
3015,,,,,,,,"""His advice to the House Republicans is to pass it, to send it to him, so he can sign it.""","The president's ""advice to the House Republicans is to pass it, to send it to him, so he can sign it,"" said White House spokesman Ari Fleischer.",5.0
14771,,,OnWN,2014,,,,state of being under control,the state of being controlled or governed.,3.0
10302,4499.0,main-news,headlines,2014,187,none,none,Turkish PM urges to end protests in Istanbul,Turkish police fire teargas at protesters in Istanbul,2.8
5771,,,,,,,,"Trevor Fetter, who returned to Tenet as president last November, has been appointed as acting CEO, the company said.","The board has appointed Trevor Fetter, who returned to the company as president last November, as acting CEO.",5.0
16506,,,belief,2015,,,,"when you open your dish cabinet, and there is only mugs.",you've worn out the handle on your favorite mug.,2.0
4623,,,,,,,,"A nationally known computer hacker is being sought on a federal arrest warrant stemming from a sealed complaint in New York, a federal defender in California said Friday.","SACRAMENTO A nationally known itinerant computer hacker faces a federal arrest warrant on a sealed federal complaint in New York, a federal defender in California said Friday.",5.0
15407,,,tweet-news,2014,,,,NYTimes: #Leishmaniasis: A #Genetic Link Found in Far-Flung Victims of a Lethal Form of a Parasitic Disease,Global Update: A Genetic Link Found for Victims of Lethal Form of Leishmaniasis,4.2
10079,4276.0,main-news,headlines,2013,656,none,none,"NKorea makes ""significant"" nuclear reactor progress - IAEA",N. Korea vows to expand nuclear deterrent,2.8
15552,,,tweet-news,2014,,,,"We're all human, No MORE DEATH Please! Another Tibetan sets himself on fire, dies to protest Chinese rule",Tibetan sets himself on fire to protest Chinese rule,4.2
10575,4772.0,main-news,headlines,2014,531,none,none,Austrian found hoarding 56 stolen skulls in home museum,Austrian man charged after 56 human skulls are found at his home,4.4
527,,,,,,,,"Instead, prosecutors dismissed charges and Rucker left the courtroom a free man.",Instead he left the courtroom a free man after authorities dismissed criminal charges.,5.0
366,,,,,,,,"The tech-laced Nasdaq Composite Index gained 2.90 points, or 0.18 percent, to 1,606.87.","At 12:10 p.m. EDT, Canada's benchmark S&P/TSX composite index was up 6.87 points or 0.1 per cent to 6,979.29.",1.0
6206,403.0,main-captions,MSRvid,2012test,609,none,none,A woman beats two eggs in a bowl.,A person is mixing ingredients in a bowl.,3.0
14845,,,OnWN,2014,,,,The action of opposing some other social or military force.,the military action of resisting the enemy's advance.,4.2
4268,,,,,,,,"To reach John A. Dvorak, who covers Kansas, call (816) 234-7743 or send e-mail to jdvorak@kctar.com.","To reach Brad Cooper, Johnson County municipal reporter, call (816) 234-7724 or send e-mail to bcooper@kcstar.com.",1.0
4266,,,,,,,,"In after-hours trading, H-P shares rose 62 cents to $22.83 after adding 56 cents in the regular session.","In after-hours trading, Hewlett-Packard shares rose 55 cents, to $22.86, according to Instinet.",1.0
11989,,,SMTeuroparl,2012test,,,,Van Orden Report (A5-0241/2000),"Report Van Orden, A5-0241/2000 --",5.0
1921,,,,,,,,Last month Intel raised its revenue guidance for the quarter to between $7.6 billion and $7.8 billion.,"At the end of the second quarter, Intel initially predicted sales of between $6.9 billion and $7.5 billion.",5.0
701,,,,,,,,"Woodley, 44, died of liver and kidney failure Sunday at a hospital in his native Shreveport, La., said his niece, Lucy Woodley.","Mr. Woodley died Sunday at age 44 of liver and kidney failure in his native Shreveport, La.",5.0
6322,519.0,main-captions,MSRvid,2012train,45,none,none,A man is playing a guitar.,A man is playing a flute.,1.5830000000000002
9879,4076.0,main-news,headlines,2013,404,none,none,Ecuador President Correa says no decision made on Assange asylum,Ecuador yet to decide on Assange's asylum,3.8
11872,,,SMTeuroparl,2012test,,,,"Unanimous decisions, and hence an inherent incapacity to act, remain largely the norm in the Council.",We maintain unanimity in the Council and therefore a latent inability to act.,4.167
5022,,,,,,,,"The technology-laced Nasdaq Composite Index .IXIC climbed 19.11 points, or 1.2 percent, to 1,615.02.","The Standard & Poor's 500 Index .SPX gained 13.68 points, or 1.42 percent, at 977.27.",1.0
14858,,,OnWN,2014,,,,"an air force military unit, smaller than a squadron",an air force unit smaller than a squadron.,4.5
4427,,,,,,,,Garner said Iraq's reconstruction was not as difficult as he had expected -- mainly because the war caused less infrastructure damage and fewer refugees than anticipated.,Garner said reconstruction will not be as difficult as he anticipated because the war caused less damage and created fewer refugees.,5.0
12653,,,SMTeuroparl,2012train,,,,"As a matter of urgency, therefore, the staff complement of the Interdepartmental Group attached to the Commission Secretariat should be strengthened at the earliest possible opportunity in order to ensure that all proposals for acts which are general in scope are accompanied, when considered by the College of Commissioners and on the basis of Article 299(2), by a simplified sheet outlining their potential impact.","Thus, it is urgent that manpower of the Interdepartmental Group are very quickly reinforced with the cur of the General Secretariat of the Commission, so that all the proposals of act of general scope can be accompanied, during their examination by the college on basis of Article 299, paragraph 2, of a detailed impact statement.",4.4
4872,,,,,,,,"Hines died of cancer Saturday in Los Angeles, publicist Allen Eichhorn said Sunday.","Hines died yesterday in Los Angeles of cancer, publicist Allen Eichorn said.",5.0
1300,,,,,,,,British Airways' New York-to-London runs will end in October.,British Airways plans to retire its seven Concordes at the end of October.,5.0
11126,5323.0,main-news,headlines,2015,919,none,none,"US, Russia agree on seizure of Syria chemical weapons",Syrian rebels skeptical of chemical weapons deal,1.4
1354,,,,,,,,"Spinnaker employs roughly 83 people; NetApp employs 2,400.","Spinnaker employs 83 people, most of whom are engineers.",1.0
2929,,,,,,,,Ernst & Young has denied any wrongdoing and plans to fight the allegations.,"Ernst & Young has denied the SEC's claims, and called its recommendations ""irresponsible"".",1.0
12941,,,SMTeuroparl,2012train,,,,"Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the EU as a whole basically depend - and Denmark demonstrated this - on dismantling the social and democratic deficits of European policy.","Thirdly, the acceptance of enlargement and its positive prospects for the different countries and for the EU as a whole - depends on the example of Denmark is for us to show - largely of the elimination of social and democratic deficits in European policy.",4.8
16244,,,belief,2015,,,,"i rang him at 5.30am to see where he was, no reply.","sent him a text asking him to let me know he was ok, no reply.",2.6
1289,,,,,,,,"The first time was in 1999, when Bashir replaced the former leader of JI, Abdullah Sungkar, who had died.","The first time in 1999 was when Bashir replaced JI's former leader, Abdullah Sungkar, who had died.",5.0
9672,3869.0,main-news,headlines,2013,150,none,none,Syria urges refugees to return,Syria's tenuous truce takes hold,1.0
12122,,,surprise.SMTnews,2012test,,,,That is the spirit in which the European Constitution must be written.,It is in that spirit must be developed the European Constitution.,4.75
13064,,,SMTeuroparl,2012train,,,,"Mr President, we took a great deal of care over preparing the Karamanou report in the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs.","Mr President, the Committee on Citizens' Freedoms and Rights, Justice and we are to retain any prepared very carefully the Karamanou report.",4.2
4354,,,,,,,,"Colorado Attorney-General Ken Salazar later said his office has also filed suit against Invesco, charging it with violations of the state's consumer protection act.","Colorado Attorney General Ken Salazar also filed a lawsuit Tuesday against Invesco, accusing it of violating the state's Consumer Protection Act.",5.0
9173,3370.0,main-news,MSRpar,2012train,640,none,none,The euro has slipped nearly four percent since matching a record peak of around $1.1935 only last week and hitting an all-time high of 140.90 yen in late May.,The euro has slipped as much as four cents since matching a record peak near $1.1935 last week and hitting a record high of 140.90 yen in late May.,4.333
3701,,,,,,,,Chief Justice William Rehnquist and Justice Clarence Thomas were the two other dissenting judges.,His dissent was joined by Chief Justice William H. Rehnquist and Justice Clarence Thomas.,5.0
2015,,,,,,,,"Outside the court, Sriyanto, who faces up to 25 years' jail, denied he had done anything wrong.","Outside the court, Sriyanto denied to The Age that he had done anything wrong.",1.0
10680,4877.0,main-news,headlines,2014,656,none,none,two found dead in swimming pool at essex hotel,Man and woman found dead in Essex hotel swimming pool,4.0
4377,,,,,,,,"U.N. inspectors found traces of highly enriched, weapons-grade uranium at an Iranian nuclear facility, a report by the U.N. nuclear agency says.","United Nations inspectors have discovered traces of highly enriched uranium near an Iranian nuclear facility, heightening worries that the country may have a secret nuclear weapons program.",1.0
9545,3742.0,main-news,deft-news,2014,292,none,none,saudi arabia is an absolute monarchy that has taken steps towards reform.,saudi arabia is an absolute monarchy and has a consultative council appointed by the government.,3.4
5684,,,,,,,,Many of the victims of Sunday's attack had been headed out of Iraq for R&R or emergency leave.,Many of the victims had been headed home for R&R or emergency leave when they were killed.,1.0
13579,,,surprise.OnWN,2012test,,,,"remove the pod, husk or shell",remove the husks from.,4.0
8976,3173.0,main-news,MSRpar,2012train,342,none,none,"The technology-packed Nasdaq Composite Index <.IXIC> dropped 37.78 points, or 1.94 percent, to 1,912.36.","The Nasdaq composite index fell 2.95, or 0.2 percent, for the week to 1,912.36 after stumbling 37.78 yesterday.",2.0
2149,,,,,,,,He has also served on the president's Homeland Security Advisory Council.,"Last year, Bush appointed him to the Homeland Security Advisory Council.",1.0
10202,4399.0,main-news,headlines,2014,64,none,none,Thai protesters break into army headquarters,Thai protesters storm army headquarters,4.6
2707,,,,,,,,"Previously, it had reported a profit of $12 million, or 0 cents a share, for that period.","Previously, it had reported a small profit of $12 million, or break-even on a per-share basis, for the period.",1.0
5479,,,,,,,,"Officials are also meeting with the International Organization for Epizootics (OIE), which establishes animal-health standards for the world.","Canadian officials were also expected to meet yesterday with the International Organization for Epizootics (OIE), which establishes animal-health standards for the world.",5.0
14569,,,OnWN,2013,,,,confine in or as if in a prison,enclose in or as if in a frame.,1.6
2572,,,,,,,,General Motors Corp. posted a record 8.4 percent improvement in 2000.,General Motors Corp. posted the best-ever improvement in 2000 at 8.4 percent.,5.0
15501,,,tweet-news,2014,,,,Escape from La Crosse The Preppers Next Door,The Doomsday Preppers of New York,1.8
7050,1247.0,main-captions,images,2014,365,none,none,Two women are posing for the camera and giving the thumbs up sign.,Two smiling young women giving the thumbs up sign.,4.4
10275,4472.0,main-news,headlines,2014,156,none,none,Boy Scouts delay decision on admitting gays,Boy Scouts of America delays vote on lifting ban on gays,5.0
10667,4864.0,main-news,headlines,2014,639,none,none,Faction Names Bianca Ojukwu APGA National Leader,Bianca Ojukwu becomes APGA national leader,4.2
7636,1833.0,main-captions,images,2015,1020,none,none,A black dog and a white dog playing in the street.,A black dog and a white dog play in the street together.,4.6
11753,,,SMTeuroparl,2012test,,,,(Parliament adopted the legislative resolution),(Parliament adopted the legislative resolution),5.0
810,,,,,,,,The software giant announced at its company-sponsored TechEd conference in Dallas that two key products will enter customer testing.,"At the company-sponsored TechEd conference in Dallas, Microsoft executives will announce that two key products will enter customer testing this U.S. summer.",5.0
9045,3242.0,main-news,MSRpar,2012train,454,none,none,"""Unlike many early-stage Internet firms, Google is believed to be profitable.",The privately held Google is believed to be profitable.,3.6
5691,,,,,,,,"Powell's rendition of the third conversation made it more incriminating, by saying an officer ordered that the area be ""cleared out.""","Powell's version made it seem more sinister when he said an officer on the tape ordered that the area be ""cleared out.""",5.0
12247,,,surprise.SMTnews,2012test,,,,Being a Muslim and being an Islamist are not the same thing.,To be Muslim and Islamiste are two different things.,5.0
312,,,,,,,,Doctors who knowingly violate the ban could face up to two years in prison.,"Under the measure, doctors who perform the procedure would be subject to two years in prison and unspecified fines.",1.0
2075,,,,,,,,"Instead, Weida decided that Meester's case on charges of rape, sodomy, indecent assault and providing alcohol to minors should proceed to a court-martial.","Douglas Meester, 20, is charged with rape, sodomy, indecent assault, and providing alcohol to minors.",1.0
11160,5357.0,main-news,headlines,2015,994,none,none,Stars pay tribute to Cory Monteith,Stars pay tribute to James Garner,2.2
13474,,,surprise.OnWN,2012test,,,,move or drive forcefully as if by a punch.,drive forcibly as if by a punch.,5.0
11782,,,SMTeuroparl,2012test,,,,Maij-Weggen report (A5-0323/2000),Maij-Weggen report (A5-0323/2000),5.0
885,,,,,,,,"So far, they have searched Pennsylvania, Ohio, Michigan, Illinois and Indiana, authorities in those state said.","So far, authorities also have searched areas in Pennsylvania, Ohio, Indiana, and Michigan.",1.0
1479,,,,,,,,Iraq is selling about 10 million barrels of oil that's currently in storage.,"Before the war began in March, Iraq pumped about 2.1 million barrels a day.",1.0
1792,,,,,,,,"The downtime, to take place in May and June, is expected to cut production by 60 million to 70 million board feet.",The downtime is expected to take 60 million to 70 million board feet out of the companys system.,5.0
12980,,,SMTeuroparl,2012train,,,,This is our priority fight in order to ensure that the affirmation of fundamental rights is put into practice in our political decisions.,This is our struggle for priority that the affirmation of fundamental rights to be implemented in political choices.,4.6
8839,3036.0,main-news,MSRpar,2012train,117,none,none,"The updated products include Pylon Pro, Pylon Conduit, Pylon Anywhere, and Pylon Application Server.",The new products on the desktop side include the latest versions of Pylon Conduit and Pylon Pro.,2.8
2010,,,,,,,,Cooley said he expects Muhammad will similarly be called as a witness at a pretrial hearing for Malvo.,Lee Boyd Malvo will be called as a witness Wednesday in a pretrial hearing for fellow sniper suspect John Allen Muhammad.,1.0
3458,,,,,,,,"For proof, look no further than this week's Consumer Electronics Show (CES) in Las Vegas.",The company is expected to unveil the console on Thursday at the Consumer Electronics Show (CES) in Las Vegas.,1.0
682,,,,,,,,"Critics say the law violates civil liberties, something House Judiciary Committee Chairman James Sensenbrenner, R-Wis., says he is sensitive to.","House Judiciary Committee Chairman James Sensenbrenner, R-Wis., says he is sensitive to civil liberties complaints.",1.0
3899,,,,,,,,Vaccine makers have been thrust in the limelight following government programmes to encourage wider vaccination and fears of biological attacks on civilian and military targets.,Vaccine makers have been thrust into the limelight as government programs encourage wider vaccination amid fears of biological attacks.,5.0
8099,2296.0,main-forum,deft-forum,2014,296,none,none,"""Cyclopes don't exist"" - fine.","""Goblins don't exist"" - fine.",1.6
