,score,#1 sentence,#2 sentence
4358,0.0,"Other retailers that will be affected are Argos, part of GUS, and privately owned Littlewoods.","The other main electrical goods retailers are Argos, part of GUS, privately owned Littlewoods and PowerHouse."
4359,5.0,Sun filed its lawsuit after an appeals court in Washington upheld the U.S. government's antitrust case against Microsoft.,Sun filed the suit after the government's successful antitrust suit against Microsoft.
4360,5.0,"Jewish and Muslim leaders expressed horror at the proposals, which have not been approved.","Jewish and Muslim leaders objected to the proposals, which were never approved."
4361,5.0,"A female attendant, 25, was slashed across the face as the attacker closed on the cockpit.","A female colleague, 25, was slashed across the face as the man continued to try to reach the front of the plane."
4362,0.0,"Of the 23.5 million high-speed lines, 16.3 million provided advanced services, which the FCC defines as speeds exceeding 200 kbps in both directions.","A total of 16.3 million lines provided advanced services, those services at speeds exceeding 200 kbps in both directions."
4363,0.0,Daniel said it takes about two hours and 15 minutes to drive from his home to Nashville.,Daniel said D'Antonio left between 7:15 p.m. and 8 p.m and it takes about two hours to drive from his home to Nashville.
4364,5.0,"Cullen, 43, is charged with murdering a Catholic clergyman and attempting to kill another patient at Somerset Medical Center.","Cullen, 43, is charged with killing a Roman Catholic Church official and attempting to kill another patient at Somerset Medical Center in Somerville."
4365,5.0,Authorities appealed to the public Friday to come forward and provide what could be the key to solving the sniper-style shootings that have killed three people outside area convenience stores.,Authorities looked to the public yesterday for help in solving the deadly sniper-style shootings of three people outside Charleston-area convenience stores.
4366,5.0,Duke and North Carolina have been resolute in their positions against expansion.,"Two schools, Duke and North Carolina, have steadfastly opposed expansion."
4367,0.0,"Despite generic competition for acne drug Accutane, flagship drug sales rose 21 percent excluding exchange rate swings and nine percent in francs to 10.31 billion.","Flagship drug sales rose 21 percent excluding exchange rate swings and nine percent in francs to 10.31 billion, while diagnostics sales fell one percent in francs to 3.57 billion."
4368,5.0,Tehran has said it will only sign the protocol if a ban on imports of peaceful Western nuclear technology is lifted.,Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted.
4369,5.0,"Financial terms of the deal, expected to close this month, were not released.","Financial terms of the sale, which is expected to be completed by the end of August, were not disclosed."
4370,5.0,It also hired Citigroup and Morgan Stanley to explore refinancing or restructuring of $175 million in senior notes due next year.,ATA also has hired Citigroup and Morgan Stanley to evaluate options for refinancing or restructuring $175 million of 10.5 percent senior notes due in August 2004.
4371,5.0,"At last week's meeting with U.S. President George W. Bush, Roh said inter-Korean exchanges would be ""conducted in light of developments on the North Korean nuclear issue.""","The two leaders said inter-Korean exchanges would be ""conducted in light of developments on the North Korean nuclear issue""."
4372,5.0,"Analysts have predicted third-quarter earnings of 16 cents a share and revenue of $7.15 billion, on average.","Analysts surveyed by Reuters Research expected earnings of 13 cents a share on revenue of $6.7 billion, on average."
4373,5.0,"In 2001, President Bush named Kathleen Gregg one of six appointees to the Student Loan Marketing Association, the largest US lender for students.","In 2001, President Bush named her to the Student Loan Marketing Association, the largest U.S. lender for students."
4374,5.0,"After hours of negotiations, a SWAT team burst in early yesterday and found Hoffine dead.","Early Friday, the SWAT team burst in and found Hoffine dead."
4375,5.0,"I never grabbed anyone and then pulled up their shirt and grabbed their breasts, and stuff like that.	That I pulled up their shirt and grabbed their breasts and stuff like that: this is not me.
1	2720998	2720694	The death of al-Ghozi signals that terrorists will never get far in the Philippines,"" Arroyo said in a statement on Monday.","The death of Ghozi signals that terrorists will never get far in the Philippines, President Gloria Arroyo said."
4376,5.0,"Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday, as did Mills.","Mr. Mills declined to comment yesterday, saying that he never discussed personnel matters."
4377,0.0,"The tech-heavy Nasdaq Stock Market's composite index rose 3.41 points to 1,915.31.","The benchmark S&P/TSX composite index rose 29.12 points yesterday to 7,633.61."
4378,5.0,"We are committed to helping the Iraqi people get on the path to a free society, Rumsfeld said in a speech to the Council on Foreign Relations.","We are committed to helping the Iraqi people get on the path to a free society, he said."
4379,5.0,Mr. Young said he was disappointed that the government didn't see the severe acute respiratory syndrome crisis as worthy of federal disaster-relief money.,Young said he was disappointed the government didn't see the SARS crisis as worthy of federal disaster relief money.
4380,0.0,"Last week, Prime Minister Atal Bihari Vajpayee ended an 18-month chill in relations by ordering normalisation of diplomatic ties and restoration of air services with Pakistan.","The move follows a recent proposal by Mr Vajpayee, whoended an 18-month chill in relations by ordering normalisation of diplomatic links and restoration of air services with Pakistan."
4381,5.0,"Evacuation went smoothly, although passengers weren't told what was going on, Hunt said.","Passengers were evacuated smoothly, although they were not told what was going on, he said."
4382,5.0,"By Wednesday, the Red Planet will come as near to Earth as it has been in 60,000 years.","On Wednesday, at 7.51pm, Mars will be the closest to Earth it has been for 59,619 years."
4383,5.0,"Microsoft will seek to simplify creation of BizTalk applications by tying it more tightly to its flagship development tool, Visual Studio.Net.","The software maker is seeking to simplify creation of BizTalk applications by tying it more tightly to its flagship development tool, Visual Studio.Net."
4384,5.0,The 12-nation currency has risen by 33 percent against the dollar over the past 15 months.,The euro is up 9 percent against the dollar in the past six weeks.
4385,5.0,"In February 2000, the officers — Kenneth Boss, Sean Carroll, Edward McMellon and Richard Murphy — were acquitted of all charges in the killing.","The officers -- Kenneth Boss, Sean Carroll, Edward McMellon and Richard Murphy -- were acquitted in 2000 of state murder charges."
4386,5.0,I was surprised it turned out me talking and the president just listening.,I was surprised it turned out me talking and the president just listening . . . It was mostly a monologue.
4387,5.0,"Before the blast, Wells told police he had been forced to rob the bank and asked police to help him remove the bomb.","Wells, 46, said he was forced to rob the bank and asked police to help take the bomb off."
4388,5.0,"Our party will never be the choice of the NRA - and I am not looking to be the candidate of the NRA, he said.","Our party will never be the choice of the N.R.A., and I'm not looking to be the candidate of the N.R.A.,"" a reference to the National Rifle Association."
4389,5.0,"Since last April, scientists have learned how acrylamide is formed.",Scientists are working to determine how exactly how acrylamide is formed in food.
4390,5.0,"One of the company's employees was hospitalized in critical condition at Lee Memorial Hospital in Fort Myers, said hospital administrative assistant Alex Reichert.",One of the employees who survived the blast and fire was hospitalized in critical condition in Fort Myers.
4391,5.0,The state's House delegation currently consists of 17 Democrats and 15 Republicans.,Democrats hold a 17-15 edge in the state's U.S. House delegation.
4392,5.0,"Shares in Berkeley-based Xoma lost 77 cents, or 14 percent, to close at $4.72 each in trading on the Nasdaq Stock Market.","The share price of Berkeley-based Xoma lost 73 cents a share, or 13 percent, to $4.76 in afternoon trading on the Nasdaq Stock Market."
4393,5.0,"We need the somebody who notices them to come forward, he told a news conference to introduce his successor, Brig. Gen. Mastin M. Robeson.","We need the somebody who notices them to come forward, he said at a news conference in which he introduced his successor, Brig. Gen. Mastin M. Robeson."
4394,5.0,"Under the adjusted definition, officials Thursday listed 29 cases as suspected and said that 107 other people showing possible SARS symptoms were being monitored.","Another 29 cases were listed as suspected, and officials warned that 107 other people showing possible SARS symptoms were being monitored."
4395,5.0,"The numbers are starting to change very, very quickly, Dr. Julie Gerberding, the CDC's director, told a news briefing Thursday.","The numbers are starting to change very, very quickly, Dr. Julie Gerberding, director of the Centers for Disease Control and Prevention, said Thursday."
4396,0.0,Mr Howard said he also had faith in the system under which Hicks could be tried.,"Mr Howard also said yesterday that Hicks would be fairly treated, saying he had faith in the US justice system."
4397,0.0,"Police investigating a fatal hit-and-run accident conducted a search Monday at the home of Bishop Thomas O'Brien, head of the Roman Catholic Diocese of Phoenix.","Police investigating a deadly hit-and-run accident went to the home of Phoenix's Roman Catholic bishop on Monday and found the windshield of his car caved in, authorities said."
4398,0.0,Freddie also said Leland C. Brendsel will retire as chairman and chief executive and resign from the board.,"He replaces Leland Brendsel, 61, who retired as chairman and chief executive."
4399,5.0,"Progress Software plans to acquire privately held DataDirect Technologies for about $88 million in cash, the companies said Friday.","Progress Software Corp. is acquiring DataDirect Technologies Ltd., a privately held supplier of data-access software, for approximately $88 million, the companies said Friday."
4400,0.0,Altria shares fell $1.17 to $42.51 and were the Dow's biggest percent loser.,"Its shares fell $9.61 to $50.26, ranking as the NYSE's most-active issue and its biggest percentage loser."
4401,0.0,Hurricane warnings were posted Friday along parts of the lower Texas coast as Tropical Storm Erika sped across the Gulf of Mexico and headed for landfall.,"One month after Hurricane Claudette pounded Texas, hurricane warnings were posted Friday along parts of the coast as fast-moving Tropical Storm Erika churned across the gulf."
4402,5.0,Dos Reis also pleaded guilty to federal charges that he crossed state lines to have sex with Christina and another girl on a different occasion.,Dos Reis had earlier pleaded guilty to federal charges that he crossed state lines to have sex with Christina and one other girl in a separate incident.
4403,0.0,"As previously announced, the final will be at the new Home Depot Center in Carson on Oct. 12.","Williams recently toured the new soccer-specific Home Depot Center in Carson, Calif."
4404,0.0,The Java Enterprise System bundles a slew of Sun software for a yearly subscription of $100 per employee.,"For instance, the core Java Enterprise System will cost $100 per employee in the US."
4405,5.0,"The memorandum analyzed lawful activities, such as recruiting demonstrators, and illegal activities, such as using fake documentation to get into a secured site.","The memo analyzed lawful activities like recruiting demonstrators, as well as illegal activities like using fake documentation to get into a secured site."
4406,5.0,"Law enforcement sources who spoke on condition of anonymity confirmed that Limbaugh was being investigated by the Palm Beach County, Fla., state attorney's office.","Law enforcement officials confirmed that Limbaugh was being investigated by the Palm Beach County, Fla., state attorney's office."
4407,5.0,"Even when the exchange detected violations, it often failed to take disciplinary action, the SEC said.","Even when the exchange detected such violations, it ""often failed to take appropriate disciplinary actions"" against individuals or firms."
4408,5.0,"United said the new airline will expand next year to 40 Airbus A320 jets, each seating 156 passengers.","United said it the new airline use 40 jets, each seating 156 passengers."
4409,5.0,Now they are waiting to see if Fed Chairman Alan Greenspan will try and repair the damage in his testimony to the House next week.,Now they were waiting to see if Fed Chairman Alan Greenspan would try to repair the damage done to bond prices in his testimony to the House next week.
4410,5.0,"Medical investigators matched the body's teeth to Aronov's dental records this morning, medical examiner's spokeswoman Ellen Borakove said.","Investigators matched the dead womans teeth to Aronovs dental records Wednesday morning, medical examiners spokeswoman Ellen Borakove said."
4411,5.0,"Joe Nichols captured new male vocalist honors, riding back-to-back hits ""The Impossible"" and ""Brokenheartedsville.""","Joe Nichols, who is touring with Jackson, captured new male vocalist honors, riding back-to-back hits The Impossible and Brokenheartedsville."
4412,5.0,"They found that 6.4 percent of men on finasteride had high-grade tumors, compared with 5.1 percent taking a placebo.","About 18 percent of men taking finasteride developed prostate cancer, compared with 24 percent on placebo."
4413,5.0,The compilers are available in two flavors: the Intel C++ Compiler for Microsoft eMbedded Visual C++ retails for USD$399 and is intended for application development use.,"The compilers are available in two forms: The Intel C++ Compiler for Microsoft eMbedded Visual C++ is available from Intel for $399, and is intended for applications development."
4414,5.0,"Thousands of pounds of fireworks inside the warehouse and packed in the tractor-trailer rig exploded, the Bureau of Alcohol, Tobacco, Firearms and Explosives said.","Thousands of pounds of fireworks inside the Lamb Entertainment's warehouse and packed in the tractor-trailer rig exploded, the ATF said."
4415,0.0,"BA shares were up 0.59 percent at 170 pence in early afternoon trading, slightly outpacing London's FTSE 100 Index which was up 0.28 percent.","BA shares closed down 0.89 percent at 167-1/2 pence, slightly lower than London's FTSE 100 Index which was down 0.28 percent."
4416,5.0,"Martha Stewart shares fell $2.03, about 18 percent, to $9.17 and were the NYSE's biggest percentage loser.","Its shares fell 4.6 percent, or $4.04, to $83.38 and was the blue-chip Dow's biggest percent loser."
4417,5.0,"By late Thursday afternoon, Putnam said the U.S. Attorney in the Southern District of New York had subpoenaed its trading documents, raising the possibility of a criminal indictment.","Earlier this week, Putnam said the Manhattan U.S. Attorney had subpoenaed its trading documents, raising the possibility of a criminal indictment."
4418,5.0,"The shares represent more than half the 115.9 million shares Turner held at the end of April, according to Bloomberg data.",The sale represents about 52 per cent of the 115.9 million shares Mr Turner held at the end of April.
4419,5.0,In turn SuSE will license Java 2 Standard Edition while also formalising an existing agreement to distribute Sun's Java Virtual Machine for running Java applications.,"Nuremberg, Germany-based SuSE will license Sun's Java 2 Standard Edition (J2SE) and ship Sun's Java Virtual Machine across its Linux software line."
4420,5.0,We'll be listening carefully to the [IAEA] director general's report at the next board meeting.,We'll be listening carefully to the (IAEA) director-general's report at the next board meeting.
4421,5.0,Mr. Rush is the only witness to the events in the pilothouse who has spoken to investigators.,"Rush is the only witness to the wheelhouse events who has spoken with investigators, Weinshall said."
4422,5.0,"Geoghan, 68, was taken to Leominster Hospital, where he was pronounced dead at 1:17 p.m.","Mr. Geoghan was taken to the University of Massachusetts Memorial Health Alliance Hospital in Leominster, Mass., where he died at 1:17 p.m."
4423,5.0,"With Internet usage and broadband adoption continuing to escalate, marketers are throwing their weight and dollars behind interactive advertising, said IAB President and CEO Greg Stuart.","With Internet usage and broadband adoption continuing to escalate, Stuart says, ""marketers are throwing their weight and dollars behind interactive advertising."""
4424,0.0,"Rescue and search operation had been going on since the tragedy happened on Thursday night, Manali Sub-Divisional Magistrate Raj Kumar Gautam told Times News Network.","Rescue and search operation was on to find them, Manali Sub-Divisional Magistrate Raj Kumar Gautam told Times News Network."
4425,0.0,"Fidelity Investments, the nation's largest mutual-fund company, said it received a subpoena from New York Attorney General Eliot Spitzer's office regarding its investigation to potential fund-trading abuses.","Fidelity Investments has received a subpoena from New York Attorney General Eliot Spitzer, who is investigating charges of market-timing and late-day trading in the mutual fund industry."
4426,0.0,"Tony's not feeling well, Spurs coach Gregg Popovich said.","We're thrilled to be up 3-2,'' Coach Gregg Popovich said Wednesday."
4427,5.0,"Both devices use version 5.2 of the Palm operating system and feature a new design, which resembles a miniature notebook with a screen that swivels around 180 degrees.",Both devices use Palm OS 5.2 and feature a completely new form factor that resembles a miniature notebook with a screen that swivels 180 degrees.
4428,5.0,"General Myers told reporters that ""at first blush, it doesn't look like any rules were broken"".","At first blush, it doesn't look like any rules were broken, said Gen. Richard Myers, chairman of the Joint Chiefs of Staff."
4429,5.0,"Trading volume was incredibly light at 500.22 million shares, below an already thin 611.45 million exchanged at the same point Thursday.","Trading volume was extremely light at 1.05 billion shares, below an already thin 1.19 billion on Tuesday."
4430,0.0,Officials with the rebel group Liberians United for Reconciliation and Democracy could not be reached for comment Saturday.,"The main rebel force, the Liberians United for Reconciliation and Democracy, fears a peacekeeping force could bolster Taylor."
4431,5.0,"Roberts said he didn't think excess inventory showed up in Avery's first quarter, although it might explain the drop and quick recovery in sales this quarter.","Roberts said he didn't think excess inventory showed up in Avery's March quarter, although it could explain the drop and quick recovery in sales during the current quarter."
4432,5.0,"In that position, Elias will report to Joe Tucci, president and CEO of EMC.","As executive vice president of new ventures, Elias will report to Joe Tucci, EMC's president and chief executive."
4433,5.0,But with the PM due to leave tomorrow afternoon for personal reasons there was a risk he might not be present when the final decision was made.,"But with the Prime Minister due to leave tomorrow, a day early, he may not be present when the final decision is made."
4434,5.0,"Since both companies described the talks as exclusive, it's likely the two signed an agreement saying Dynegy wouldn't talk to other suitors for a certain period of time.","Because the companies described the talks as exclusive, it's likely they signed an agreement saying Dynegy wouldn't talk to other suitors for a certain period."
4435,5.0,The Borgata Hotel Casino & Spa opened its doors a day early.,The dice are rolling at Borgata Hotel Casino & Spa.
4436,5.0,BioReliance's stock closed down 2 cents yesterday at $47.98 per share.,"Shares of BioReliance sold at $47.98 at the close of market yesterday, down 2 cents."
4437,5.0,"In 2001, Evan helped found an after-school nonviolence program named after a college student shot and killed by a teen gang member, said Alexis Lukas, the program supervisor.","In 2001, Nash helped found an after-school nonviolence program named after a college student who was fatally shot by a 14-year-old gang member, program supervisor Alexis Lukas said."
4438,5.0,"The Standard & Poor's 500 stock index ended the quarter up 120 points, a gain of 14 percent, the best performance for that broad market benchmark since 1998.","The Standard and Poor's 500-stock index, a broad collection of equities representing leading companies, finished its best quarter yesterday since the last three months of 1998."
4439,5.0,"The draft statement said progress on the nuclear issue and the pending trade deal were ""interdependent, indissociable and mutually reinforcing elements"".","They said progress towards resolving the nuclear issue and progress in the trade talks were ""interdependent, essential and mutually reinforcing elements of EU-Iran relations""."
4440,5.0,"The S&P 500 finished 13.78 points higher at 930.08, or 1.5 per cent, the highest level since January 14.","The S&P rose 13.78, or 1.5 percent, to 930.08, the best level since Jan. 14."
4441,5.0,The Qantas colleagues were last night in a serious but stable condition after being rushed to Royal Melbourne Hospital.,The two flight attendants were in a serious but stable condition last night after being rushed to the Royal Melbourne Hospital.
4442,5.0,"The trial, featuring 125 witnesses, could continue until the start of 2004.","The trial, which could last until early 2004, is expected to hear the first of 125 witnesses Friday."
4443,5.0,"But price declines have remained below 30 percent, year over year, for the last two quarters, said IDC analyst John McArthur.",McArthur told internetnews.com price declines have moderated and remained below 30 percent from the previous year for the last two quarters.
4444,5.0,"The previous weekend record for an R-rated film was $58 million for ""Hannibal.""","The previous biggest R rated opening was ""Hannibal's"" $58 million."
4445,5.0,"The second rover is scheduled for launch later this month, and both vehicles are expected to arrive at Mars in January.",The second rover is scheduled for launch on June 25 and both will arrive at Mars in January.
4446,0.0,"A pro-independence radical, Miodrag Zivkovic, of the Liberal Alliance, came in second with 31 percent of the vote.","Miodrag Zivkovic, of the Liberal Alliance of Montenegro, won 31 percent of the vote while the independent Dragan Hajdukovic got four percent."
4447,5.0,The per-share earnings were 4 cents per share higher than the expectations of analysts surveyed by Thomson First Call.,That was 4 cents higher than the expectations of analysts surveyed by Thomson First Call.
4448,0.0,"Mr. Kerkorian tried unsuccessfully to take over Chrysler in 1995, but did win representation on its board.",Kerkorian and Tracinda had also tried to take over Chrysler in 1995.
4449,5.0,"The Sars illness, wars in Iraq and Afghanistan, and economic uncertainty in Europe and the US have depressed air travel.","The outbreak of severe acute respiratory syndrome, wars in Iraq and Afghanistan and economic uncertainty in Europe and America have depressed air travel."
4450,5.0,The 2002 second quarter results don't include figures from our friends at Compaq.,The year-ago numbers do not include figures from Compaq Computer.
4451,5.0,"A nationally known computer hacker is being sought on a federal arrest warrant stemming from a sealed complaint in New York, a federal defender in California said Friday.","SACRAMENTO A nationally known itinerant computer hacker faces a federal arrest warrant on a sealed federal complaint in New York, a federal defender in California said Friday."
4452,5.0,"A man, 19-year-old Antowain Johnson, ``tried to go back in and get the rest of them but the smoke wouldn't let him,'' she said.","She said another man, 19-year-old Antowain Johnson, ""tried to go back in ... but the smoke wouldn't let him."""
4453,0.0,Defense lawyers had said a change of venue was needed because massive pretrial publicity had tainted the jury pool against their client.,Defense lawyers had requested a change of venue for two reasons: They argued that massive pretrial publicity had tainted the jury pool against their client.
4454,5.0,"WHO spokeswoman Maria Cheng agreed, saying: ""It looks very much like an isolated event.""","It looks very much like an isolated event, World Health Organization spokeswoman Maria Cheng said."
4455,5.0,"The GAO found cable rates have increased 40 percent over the past five years, versus 12 percent inflation during the period.","The GAO found that cable rates have increased by 40 percent during the past five years, far above the 12 percent inflation in that period."
4456,5.0,The stock has risen 44 cents in recent days.,The stock had risen 44 cents in the past four trading sessions.
4457,0.0,Dowdell was transported to Boston Medical Center with nonlife-threatening injuries.,Both were taken to Boston Medical Center.
4458,5.0,GBI spokesman John Bankhead said the murder scenes showed that the killer was very methodical.,"Georgia Bureau of Investigation spokesman John Bankhead said the crime scenes indicated that the killer was ""very methodical."""
4459,5.0,"Sen. Charles Schumer, D-N.Y., sent a letter to President Bush Wednesday demanding action on the legislation.","Sen. Charles Schumer (D-N.Y.), a supporter of Boxer's bill, sent a letter to President Bush on Wednesday demanding action on the legislation."
4460,5.0,"The Rev. Christopher J. Coyne, spokesman for the archdiocese, wouldn't comment Friday.","The Rev. Christopher Coyne, spokesman for the archdiocese, did not immediately return several calls seeking comment."
4461,0.0,"He was sentenced in June to more than seven years in prison for securities fraud, perjury and other crimes.",He was sentenced to more than seven years in prison after pleading guilty to charges including securities fraud.
4462,5.0,"They looked at their son-in-law and his relatives, but did not exchange words.","She looked at her son-in-law and his relatives at times, but the two sides did not exchange words."
4463,0.0,"The woman felt threatened and reported the incident to police, and around 2:30 p.m. Stackhouse was arrested.","The woman felt threatened and went to the magistrate's office, police said."
4464,0.0,Maurice Greene advanced to the semifinals of the 100-meter dash at the World Track and Field Championships.,Rogge was a witness to Drummond's tantrums Sunday at the World Track and Field Championships.
4465,0.0,"Claudette, the first hurricane of the Atlantic storm season, hit the mid-Texas coast July 15 with 85-mph wind.","Claudette, the first hurricane of the Atlantic storm season, hit the mid-Texas coast July 15, classified as a Category 1 hurricane with maximum sustained winds of 85 mph."
4466,5.0,"Two brothers who were among seven Portland suspects accused of aiding terrorists have decided to plead guilty to conspiring to aid al-Qaida and the Taliban, officials said Wednesday.",Two brothers who were among seven people accused of aiding terrorists pleaded guilty yesterday to charges of conspiring to help Al Qaeda and the Taliban during the war in Afghanistan.
4467,5.0,Media giant Vivendi Universal EAUG.PA V.N set to work sifting through bids for its U.S. entertainment empire on Monday in a multibillion-dollar auction of some of Hollywood's best-known assets.,Media moguls jostled for position as the deadline for bids for Vivendi Universal's U.S. entertainment empire neared on Monday in an auction of some of Hollywood's best-known assets.
4468,5.0,"Like Viacom, GE -- parent of NBC -- is also seen as a less enthusiastic bidder compared to the likes of Bronfman or Davis.","Like Viacom, General Electric is seen as a less enthusiastic bidder compared with Bronfman or Davis."
4469,0.0,He was revived but was pronounced dead at Virginia Medical Center in Arlington.,He was declared dead on arrival at Virginia Hospital Center in Arlington at 9:13 a.m.
4470,5.0,"The proceedings were taken up with prosecutors outlining their case against Amrozi, reading 33 pages of documents outlining allegations against him.","Proceedings were taken up with prosecutors outlining their case against Amrozi, reading a 33-page accusation letter to the court."
4471,5.0,He urged the US to provide clear rules on what would happen at possible trials.,Government sources said Mr Howard urged the US to provide clear rules governing any potential trials.
4472,5.0,"Scruggs, who did not testify, was cleared of a second charge of failing to provide her son with proper medical and psychological care.",The six-member jury cleared Scruggs of a second charge that accused her of failing to provide her son with proper medical and psychological care.
4473,5.0,The rebels suspended peace talks with the government April 21 citing a lack of progress.,The Liberation Tigers of Tamil Eelam suspended peace talks April 21 citing a lack of progress.
4474,5.0,"The timing of [the miniseries] is absolutely staggering to me, Nancy Reagan said in a statement to Fox News Channel last week.","Nancy Reagan issued a statement last week to the Fox News Channel saying, ""The timing of [the miniseries] is absolutely staggering to me."
4475,5.0,"As you know, East Africa has been an area of terrorist threats and indeed terrorist attacks in the past.""","East Africa has been an area of terrorist threats and indeed terrorist attacks in the past, said State Department spokesman Philip Reeker."
4476,5.0,People who have this disorder absorb excessive amounts of iron which can lead to organ damage.,Haemochromatosis is a disorder in which people absorb excessive amounts of iron which can lead to organ damage.
4477,5.0,"Although deeply disapproved of in the Soviet Union, the Beatles popularity knew no bounds and far outreached any other Western rock music.","Although the Beatles were deeply disapproved of in the Soviet Union, their popularity knew no bounds and far outreached any other Western rock groups."
4478,5.0,"Mr. Berg says in an advertisement for it, ""More than my remembrances, this book intends to convey hers.""","In an advertisement for the book, Berg says, ""More than my remembrances, this book intends to convey hers."""
4479,0.0,"Shares of LendingTree rose $6.21, or 42 percent, to $20.90 after hitting $21.36 earlier.","LendingTree shares rose 43 percent, or $6.31, to $21, more than doubling in the last two months."
4480,5.0,He said the district had been waiting for the subpoenas and had always planned to comply once it received them.,Mr. Caramore said the district waited for the subpoenas and planned to cooperate with the investigation.
4481,5.0,"In their study, researchers tested the hearing of 479 men between 20 and 64 years old who were exposed to noise in their jobs.","Barrenas's team tested the hearing of 479 men, aged 20 to 64, who were exposed to noise in their jobs."
4482,0.0,"In May 2002, Malikah Alkebulan and Deirdre Small filed a federal lawsuit in Brooklyn for more than $20 million in damages after the MTA objected to their headdresses.","In May, Alkebulan and Deirdre Small filed a federal lawsuit in Brooklyn that seeks more than $20 million in damages, Hart said."
4483,5.0,"We're in a highly competitive industry where few apparel brands own and operate manufacturing facilities in North America, Levi Strauss Chief Executive Officer Phil Marineau said in a statement.","We're in a highly competitive industry where few apparel brands own and operate manufacturing facilities in North America, said Phil Marineau, the chief executive."
4484,5.0,"In Nigeria alone, the report said, as many as 1 million women may be living with the condition.","In Nigeria alone, the report estimated that between 100,000 and 1 million girls and women are suffering from the condition."
4485,5.0,"Global HRT sales, which are dominated by Wyeth of the US, were worth $3.8bn in 2001, according to Data- monitor, the London-based market research company.","Global HRT sales were worth $3.8bn (2.4bn) in 2001, according to Datamonitor, the London-based market research company."
4486,0.0,Glover spoke at a news conference that included about 20 relatives of the victims.,About 20 family members of the victims were invited to the news conference.
4487,5.0,"The migrants were first spotted by a Coast Guard jet around 2 p.m. Tuesday and two small patrol boats were sent to the area, Doss said.","The Cubans were spotted by a Coast Guard jet around 2 p.m. Tuesday and two vessels were sent out to the area, Petty Officer Ryan Doss said."
4488,0.0,"Dunlap won both the swimsuit competition and the talent portion of the competition, singing ""If I Could.""","She won the talent portion singing ""If I Could"" and also won in evening wear."
4489,5.0,"I don't want to be the candidate for guys with Confederate flags in their pickup trucks, said Missouri Congressman Dick Gephardt.","I still want to be the candidate for guys with Confederate flags in their pickup trucks, he told the Register."
4490,5.0,Market research firm Dell'Oro Group estimates this market will total $12 billion in 2004.,Market research firm Dell'Oro Group estimates that the Gigabit Ethernet switch market will total about US$12 billion in 2004.
4491,5.0,Robbins said he wants to take any network like ESPN that charges more than $1 per Cox customer and make those optional choices for consumers to buy.,Robbins said he wants to take networks such as ESPN that charge more than $1 per Cox customer and make them optional choices.
4492,5.0,"Fourteen of those infected passengers sat within four seats of the SARS patient and two were flight attendants, said Mike Ryan, WHO's global coordinator for anti-SARS efforts.","Of those, 14 were passengers sitting within four seats of the SARS patient and two were flight attendants, Ryan said."
4493,0.0,"Shares of Berkeley, California-based Xoma dropped 89 cents, or 16 percent, to $4.60 in Instinet trading.","Shares in Berkeley-based Xoma lost 77 cents, or 14 percent, to close at $4.72 each in trading on the Nasdaq Stock Market."
4494,5.0,"It names Shelley, Los Angeles County Registrar of Voters Conny McCormack, and registrars in Orange and San Diego counties as defendants.","The lawsuit names Shelley, a Democrat, and registrars in Los Angeles, Orange and San Diego counties."
4495,5.0,He reiterated Schroder's statement last week that Berlin would consider sending peacekeepers to Iraq only if requested by an interim Iraqi government or the United Nations under a U.N. mandate.,German Chancellor Gerhard Schroeder said last week that Berlin will consider sending peacekeepers only if requested by an interim Iraqi government or the United Nations.
4496,5.0,The four were remanded in custody and will appear before the magistrate's court again on July 8.,The men were remanded in custody and are due to appear again before court on July 8.
4497,5.0,"Four years ago, Nike was sued in state court by California activist Marc Kasky under a statute designed to protect consumers from false advertising.","Four years ago, California activist Marc Kasky sued Nike under a statute designed to protect consumers from false advertising."
4498,5.0,"At one of the three sampling sites at Huntington Beach, the bacteria reading came back at 160 on June 16 and at 120 on June 23.",The readings came back at 160 on June 16 and 120 at June 23 at one of three sampling sites at Huntington Beach.
4499,5.0,"This will put a severe crimp in our reserves, O'Keefe said Friday during a roundtable discussion with reporters at NASA headquarters.","This is going to put a severe crimp in our reserves, O'Keefe said during a breakfast with reporters."
4500,5.0,The next court session will be when the three-judge tribunal announces its verdict in mid-February.,The court's three-judge tribunal was expected to give its verdict next February.
4501,5.0,Microsoft has won a patent for an instant messaging feature that notifies users when the person they are communicating with is typing a message.,Microsoft has been awarded a patent for a feature in instant messaging that alerts a user when the person they are communicating with is inputting a message.
4502,0.0,"Freddie Mac shares fell $1.49, to $50.01, on the New York Stock Exchange after official acknowledgment of the criminal investigation.","Freddie Mac shares fell $1.50 on Wednesday, to close at $50 on the New York Stock Exchange."
4503,5.0,X2 took in $17.1 million for a total three-week take of $174 million.,"Elsewhere in theaters this weekend, ""X2"" earned $17.1 million to raise its three-week total to $174 million."
4504,5.0,Four other men who were also charged in June have already pleaded guilty.,Four of the defendants have pleaded guilty to weapons charges and other counts.
4505,5.0,"But its most popular comedy, Friends, is going into its last season.","But its most popular comedy, Friends, will sign off after a two-hour finale next May."
4506,0.0,He was arrested Tuesday night at a northwest Atlanta tire shop after a national manhunt.,"He was arrested in Atlanta, Georgia, on Monday night by police acting on a tip-off."
